Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,349,4,3.38579555191145e-05,0.345603203365261,"ITGA6,ITGA3,SYNGAP1,VLDLR",4,12,0.333333333333333
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,124,3,4.29614274802985e-05,0.345603203365261,"ITGA6,ITGA3,VLDLR",3,12,0.25
GOMF_FIBRONECTIN_BINDING,24,2,8.26124349416762e-05,0.348476228005735,"ITGA3,CTSL",2,12,0.166666666666667
GOMF_LAMININ_BINDING,25,2,8.97675186167815e-05,0.348476228005735,"ITGA6,ITGA3",2,12,0.166666666666667
GOBP_CELL_KILLING,175,3,0.000119636002850758,0.348476228005735,"CD59,GBP3,NKG7",3,12,0.25
GOCC_INTEGRIN_COMPLEX,30,2,0.000129955706882616,0.348476228005735,"ITGA6,ITGA3",2,12,0.166666666666667
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,560,4,0.000211623814172007,0.486402220887633,"ITGA6,ITGA3,SYNGAP1,VLDLR",4,12,0.333333333333333
GOBP_COGNITION,230,3,0.000267913494017527,0.507292460887203,"ITGA3,SYNGAP1,VLDLR",3,12,0.25
GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,50,2,0.000363642693788849,0.507292460887203,"ITGA3,SYNGAP1",2,12,0.166666666666667
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION,50,2,0.000363642693788849,0.507292460887203,"ITGA6,ITGA3",2,12,0.166666666666667
GOMF_EXTRACELLULAR_MATRIX_BINDING,50,2,0.000363642693788849,0.507292460887203,"ITGA6,ITGA3",2,12,0.166666666666667
GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM,51,2,0.000378364692065786,0.507292460887203,"GBP3,NKG7",2,12,0.166666666666667
GOMF_COLLAGEN_BINDING,58,2,0.000489445983606136,0.595421459691999,"ITGA3,CTSL",2,12,0.166666666666667
GOBP_CELLULAR_COMPONENT_MAINTENANCE,60,2,0.00052375535017683,0.595421459691999,"ITGA3,SYNGAP1",2,12,0.166666666666667
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,295,3,0.000555119764769718,0.595421459691999,"ITGA6,ITGA3,VLDLR",3,12,0.25
GOCC_VACUOLE,769,4,0.000707170125393271,0.645991299908761,"IFITM2,CTSL,NKG7,VLDLR",4,12,0.333333333333333
GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,323,3,0.000722720081941557,0.645991299908761,"ITGA6,ITGA3,CD59",3,12,0.25
GOCC_RECEPTOR_COMPLEX,323,3,0.000722720081941557,0.645991299908761,"ITGA6,ITGA3,VLDLR",3,12,0.25
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN,79,2,0.000906187956626012,0.767350422850311,"ITGA6,ITGA3",2,12,0.166666666666667
GOBP_MEMORY,83,2,0.000999620541508521,0.80414474461653,"ITGA3,VLDLR",2,12,0.166666666666667
GOCC_FILOPODIUM,89,2,0.0011481162865293,0.84659545677798,"ITGA6,ITGA3",2,12,0.166666666666667
GOBP_NEURON_DEVELOPMENT,877,4,0.00115762943931354,0.84659545677798,"ITGA6,ITGA3,SYNGAP1,VLDLR",4,12,0.333333333333333
HP_ABNORMAL_BLISTERING_OF_THE_SKIN,94,2,0.00127947654250852,0.895021656192155,"ITGA6,ITGA3",2,12,0.166666666666667
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,98,2,0.00138952386140543,0.900864993095802,"ITGA6,ITGA3",2,12,0.166666666666667
GOCC_CELL_SUBSTRATE_JUNCTION,406,3,0.00139981508032787,0.900864993095802,"ITGA6,ITGA3,CD59",3,12,0.25
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,103,2,0.00153325345300993,0.948789030979872,"ITGA6,ITGA3",2,12,0.166666666666667
HP_CONGENITAL_MUSCULAR_TORTICOLLIS,3,1,0.00171936155147556,1,SYNGAP1,1,12,0.0833333333333333
GOBP_RESPONSE_TO_TYPE_II_INTERFERON,110,2,0.00174593255690901,1,"IFITM2,GBP3",2,12,0.166666666666667
GOCC_VACUOLAR_MEMBRANE,453,3,0.00191641830486825,1,"IFITM2,NKG7,VLDLR",3,12,0.25
GOBP_BEHAVIOR,454,3,0.00192853924821434,1,"ITGA3,SYNGAP1,VLDLR",3,12,0.25
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,117,2,0.00197189546745705,1,"CTSL,NKG7",2,12,0.166666666666667
HP_NAIL_DYSTROPHY,120,2,0.00207278040296238,1,"ITGA6,ITGA3",2,12,0.166666666666667
