,Set,N,DE,P.DE,FDR
1,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES,7,1,0.00033449610550973,0.289840875423892
2,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,11,1,0.000525636737229385,0.289840875423892
3,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,13,1,0.000621207053088879,0.289840875423892
4,REACTOME_ATTACHMENT_AND_ENTRY,14,1,0.000668992211018793,0.289840875423892
5,REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS,32,1,0.00152912505375846,0.529994743632683
6,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,45,1,0.00215033210684756,0.532360791595261
7,REACTOME_COLLAGEN_DEGRADATION,45,1,0.00215033210684756,0.532360791595261
8,REACTOME_COLLAGEN_FORMATION,71,1,0.00339274621302621,0.734953648396803
9,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,100,1,0.00477851579299526,0.83564512135256
10,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,101,1,0.00482630095092462,0.83564512135256
11,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,111,1,0.00530415253022398,0.83564512135256
12,REACTOME_SARS_COV_1_INFECTION,138,1,0.00659435179433232,0.952334304964826
13,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,163,1,0.00778898074258183,0.999655264217743
14,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,169,1,0.00807569169016065,0.999655264217743
15,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,227,1,0.0108472308500984,1
16,REACTOME_SARS_COV_2_INFECTION,267,1,0.0127586371672959,1
17,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,357,1,0.0170593013809911,1
18,REACTOME_SARS_COV_INFECTIONS,383,1,0.0183017154871695,1
19,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,711,1,0.0339752472881923,1
20,REACTOME_VIRAL_INFECTION_PATHWAYS,723,1,0.0345486691833516,1
