,Set,N,DE,P.DE,FDR
1,WP_SARSCOV2_AND_COVID19_PATHWAY,8,1,0.000382281263439532,0.317293448654812
2,WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2,25,1,0.00119462894824862,0.495771013523178
3,WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,60,1,0.00286710947579683,0.793233621637122
4,WP_EBOLA_VIRUS_INFECTION_IN_HOST,122,1,0.00582978926745348,1
5,WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING,183,1,0.00874468390118033,1
6,WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,53,0,1,1
7,WP_10Q22Q23_COPY_NUMBER_VARIATION,45,0,1,1
8,WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,47,0,1,1
9,WP_13Q1212_COPY_NUMBER_VARIATION,25,0,1,1
10,WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1
11,WP_15Q11Q13_COPY_NUMBER_VARIATION,50,0,1,1
12,WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,20,0,1,1
13,WP_15Q25_COPY_NUMBER_VARIATION,36,0,1,1
14,WP_16P112_DISTAL_DELETION_SYNDROME,27,0,1,1
15,WP_16P112_PROXIMAL_DELETION_SYNDROME,70,0,1,1
16,WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1
17,WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,67,0,1,1
18,WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,92,0,1,1
19,WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,21,0,1,1
20,WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,90,0,1,1
