Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_EBOLA_VIRUS_INFECTION_IN_HOST,122,3,4.09260024871214e-05,0.0339685820643108,"ITGA6,ITGA3,CTSL",3,12,0.25
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,47,2,0.000321202971744546,0.108679235161692,"ITGA6,ITGA3",2,12,0.166666666666667
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY,56,2,0.000456277809817217,0.108679235161692,"ITGA6,ITGA3",2,12,0.166666666666667
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,60,2,0.00052375535017683,0.108679235161692,"ITGA3,CTSL",2,12,0.166666666666667
WP_SMALL_CELL_LUNG_CANCER,87,2,0.00109750770107976,0.145380937536801,"ITGA6,ITGA3",2,12,0.166666666666667
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,92,2,0.00122610429247904,0.145380937536801,"ITGA6,ITGA3",2,12,0.166666666666667
WP_INTEGRINMEDIATED_CELL_ADHESION,92,2,0.00122610429247904,0.145380937536801,"ITGA6,ITGA3",2,12,0.166666666666667
WP_FOCAL_ADHESION,170,2,0.00410436292353086,0.388587725833277,"ITGA6,ITGA3",2,12,0.166666666666667
WP_SARSCOV2_AND_COVID19_PATHWAY,8,1,0.00457894329528052,0.388587725833277,CTSL,1,12,0.0833333333333333
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING,183,2,0.00473843584058929,0.388587725833277,"ITGA3,CTSL",2,12,0.166666666666667
WP_PAFAH1B1_COPY_NUMBER_VARIATION,9,1,0.00514995781224825,0.388587725833277,VLDLR,1,12,0.0833333333333333
WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_3,11,1,0.00629108616370255,0.435133459656093,VLDLR,1,12,0.0833333333333333
WP_MAMMARY_GLAND_DEVELOPMENT_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4,12,1,0.00686120028523762,0.438061248980556,ITGA6,1,12,0.0833333333333333
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING,239,2,0.00794960016162781,0.471297723867934,"ITGA6,ITGA3",2,12,0.166666666666667
WP_PI3KAKT_SIGNALING,257,2,0.00914230051383005,0.505873961765263,"ITGA6,ITGA3",2,12,0.166666666666667
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN,23,1,0.0131126973720498,0.591186179467894,ITGA6,1,12,0.0833333333333333
WP_CELL_INTERACTIONS_OF_THE_PANCREATIC_CANCER_MICROENVIRONMENT,24,1,0.0136792228040985,0.591186179467894,IFITM2,1,12,0.0833333333333333
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALING_BY_CNV,24,1,0.0136792228040985,0.591186179467894,SYNGAP1,1,12,0.0833333333333333
WP_GENES_CONTROLLING_NEPHROGENESIS,24,1,0.0136792228040985,0.591186179467894,ITGA3,1,12,0.0833333333333333
WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2,25,1,0.0142454501076601,0.591186179467894,CTSL,1,12,0.0833333333333333
WP_PLEURAL_MESOTHELIOMA,345,2,0.0160361486585695,0.622778460802934,"ITGA6,ITGA3",2,12,0.166666666666667
WP_ZINC_HOMEOSTASIS,29,1,0.0165073808887525,0.622778460802934,MT1H,1,12,0.0833333333333333
WP_ALPHA_6_BETA_4_SIGNALING,32,1,0.0182007056082867,0.656808071951215,ITGA6,1,12,0.0833333333333333
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING,36,1,0.0204543147154753,0.679083248553781,IFITM2,1,12,0.0833333333333333
WP_NEPHROTIC_SYNDROME,36,1,0.0204543147154753,0.679083248553781,ITGA3,1,12,0.0833333333333333
WP_RETT_SYNDROME,40,1,0.0227031810861431,0.724755396211492,SYNGAP1,1,12,0.0833333333333333
WP_CANCER_PATHWAYS,426,2,0.0238415482176511,0.732906852616683,"ITGA6,ITGA3",2,12,0.166666666666667
WP_SYNAPTIC_SIGNALING_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER,44,1,0.0249473137957748,0.73950965894618,SYNGAP1,1,12,0.0833333333333333
WP_COPPER_HOMEOSTASIS,48,1,0.027186721904222,0.752165972683475,MT1H,1,12,0.0833333333333333
WP_NEUROGENESIS_REGULATION_IN_THE_OLFACTORY_EPITHELIUM,48,1,0.027186721904222,0.752165972683475,VLDLR,1,12,0.0833333333333333
WP_COMPLEMENT_SYSTEM,69,1,0.0388664594196181,1,CD59,1,12,0.0833333333333333
WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION,70,1,0.039419417636464,1,ITGA6,1,12,0.0833333333333333
WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY,91,1,0.0509643884092521,1,CD59,1,12,0.0833333333333333
WP_FRAGILE_X_SYNDROME,101,1,0.0564171649525519,1,SYNGAP1,1,12,0.0833333333333333
WP_RAS_SIGNALING,147,1,0.0811319856646254,1,SYNGAP1,1,12,0.0833333333333333
WP_FATTY_ACIDS_AND_LIPOPROTEINS_TRANSPORT_IN_HEPATOCYTES,345,1,0.180886229373778,1,VLDLR,1,12,0.0833333333333333
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,53,0,1,1,"",0,12,0
WP_10Q22Q23_COPY_NUMBER_VARIATION,45,0,1,1,"",0,12,0
WP_13Q1212_COPY_NUMBER_VARIATION,25,0,1,1,"",0,12,0
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1,"",0,12,0
WP_15Q11Q13_COPY_NUMBER_VARIATION,50,0,1,1,"",0,12,0
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,20,0,1,1,"",0,12,0
WP_15Q25_COPY_NUMBER_VARIATION,36,0,1,1,"",0,12,0
WP_16P112_DISTAL_DELETION_SYNDROME,27,0,1,1,"",0,12,0
WP_16P112_PROXIMAL_DELETION_SYNDROME,70,0,1,1,"",0,12,0
