,Set,N,DE,P.DE,FDR
1,HALLMARK_COMPLEMENT,187,2,0.00466466196565923,0.233233098282961
2,HALLMARK_HEDGEHOG_SIGNALING,31,1,0.0171234995776283,0.428087489440707
3,HALLMARK_INTERFERON_ALPHA_RESPONSE,96,1,0.052158308082726,0.471945806630119
4,HALLMARK_UV_RESPONSE_DN,136,1,0.0731452926502585,0.471945806630119
5,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,163,1,0.0870697701343255,0.471945806630119
6,HALLMARK_APICAL_JUNCTION,172,1,0.0916684762829724,0.471945806630119
7,HALLMARK_HYPOXIA,178,1,0.0947224728799398,0.471945806630119
8,HALLMARK_GLYCOLYSIS,184,1,0.0977670543563527,0.471945806630119
9,HALLMARK_IL2_STAT5_SIGNALING,192,1,0.101811896192226,0.471945806630119
10,HALLMARK_INTERFERON_GAMMA_RESPONSE,195,1,0.103324421451204,0.471945806630119
11,HALLMARK_MTORC1_SIGNALING,196,1,0.103828077458626,0.471945806630119
12,HALLMARK_ADIPOGENESIS,191,0,1,1
13,HALLMARK_ALLOGRAFT_REJECTION,185,0,1,1
14,HALLMARK_ANDROGEN_RESPONSE,97,0,1,1
15,HALLMARK_ANGIOGENESIS,27,0,1,1
16,HALLMARK_APICAL_SURFACE,38,0,1,1
17,HALLMARK_APOPTOSIS,153,0,1,1
18,HALLMARK_BILE_ACID_METABOLISM,96,0,1,1
19,HALLMARK_CHOLESTEROL_HOMEOSTASIS,72,0,1,1
20,HALLMARK_COAGULATION,113,0,1,1
