,Set,N,DE,P.DE,FDR
1,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,46,3,4.71451400954455e-05,0.081702527785407
2,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,100,3,0.00047483120081527,0.325223937842945
3,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,106,3,0.000562995853161474,0.325223937842945
4,REACTOME_INTERLEUKIN_10_SIGNALING,44,2,0.0020587205117431,0.711582619386763
5,REACTOME_SIGNALING_BY_PDGF,48,2,0.00244545848166464,0.711582619386763
6,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,177,3,0.00246364438333559,0.711582619386763
7,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,207,3,0.00382984565116345,0.932471903710392
8,REACTOME_DRUG_ADME,64,2,0.00430454427563943,0.932471903710392
9,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,227,3,0.00495380362627446,0.953882409370404
10,REACTOME_PREDNISONE_ADME,4,1,0.00610292162812021,0.975002239189661
11,REACTOME_GPCR_LIGAND_BINDING,246,3,0.00618870434569318,0.975002239189661
12,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,85,2,0.00747200600980158,1
13,REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION,6,1,0.00914083627591633,1
14,REACTOME_FORMATION_OF_THE_NEPHRIC_DUCT,8,1,0.0121697546444081,1
15,REACTOME_INDUCTION_OF_CELL_CELL_FUSION,9,1,0.0136808482842272,1
16,REACTOME_SERINE_BIOSYNTHESIS,9,1,0.0136808482842272,1
17,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL,10,1,0.0151897025176577,1
18,REACTOME_RIBAVIRIN_ADME,11,1,0.0166963205565467,1
19,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,11,1,0.0166963205565467,1
20,REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE,11,1,0.0166963205565467,1
