,Set,NGenes,Direction,PValue,FDR
1,WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,86,Up,9.75143352251363e-20,8.01567835550621e-17
2,WP_CHOLESTEROL_SYNTHESIS_DISORDERS,17,Down,7.27627573146552e-08,2.99054932563233e-05
3,WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,15,Down,7.23934119707462e-07,0.000198357948799845
4,WP_PEPTIDE_GPCRS,12,Down,4.27802160100244e-06,0.000879133439006002
5,WP_ENTEROCYTE_CHOLESTEROL_METABOLISM,27,Down,7.2516863855785e-06,0.0011921772417891
6,WP_MEVALONATE_ARM_OF_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,12,Down,0.000127124038400556,0.0174159932608762
7,WP_MEVALONATE_PATHWAY,7,Down,0.00046522059310442,0.0546301896474048
8,WP_SEBALEIC_ACID_FORMATION_AND_METABOLISM,4,Down,0.000658115376093182,0.0648051034961206
9,WP_LINOLEIC_ACID_METABOLISM_AFFECTED_BY_SARSCOV2,4,Down,0.000709544928789641,0.0648051034961206
10,WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS,40,Down,0.00132638691911836,0.109029004751529
11,WP_NUCLEAR_RECEPTORS,20,Up,0.00152741452219467,0.114139521567638
12,WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,5,Down,0.0026107937572196,0.178839372369543
13,WP_OMEGA3_OMEGA6_FATTY_ACID_SYNTHESIS,12,Down,0.00309638413708987,0.195786750822144
14,WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION,11,Down,0.00435475592340019,0.252167311204241
15,WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE,4,Down,0.00460159327015038,0.252167311204241
16,WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS,7,Down,0.0054296088453264,0.269760043165832
17,WP_GPCRS_CLASS_A_RHODOPSINLIKE,40,Down,0.0055789789949138,0.269760043165832
18,WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,33,Down,0.00614957960036625,0.280830801750059
19,WP_COMPLEMENTMEDIATED_INFLAMMATION_OF_PULMONARY_ALVEOLUS_IN_COVID19_HYPOTHETICAL_PATHWAY,6,Up,0.00662070472739071,0.286432593995535
20,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,86,Up,0.0073437313333907,0.301827357802358
21,WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS,35,Up,0.00894328448268925,0.337726049120742
22,WP_NEPHROGENESIS,4,Up,0.00903889669179601,0.337726049120742
23,WP_JAKSTAT_SIGNALING_IN_THE_REGULATION_OF_BETA_CELLS,27,Down,0.00993573151002575,0.348140273665044
24,WP_TYROSINE_METABOLISM_AND_RELATED_DISORDERS,2,Down,0.010164679523067,0.348140273665044
25,WP_CREATINE_PATHWAY,2,Up,0.0111648886825308,0.367101539881613
26,WP_BARDETBIEDL_SYNDROME,65,Down,0.0118023241253763,0.373135016579204
27,WP_WNTBETACATENIN_SIGNALING_IN_LEUKEMIA,10,Down,0.0139899943433787,0.399419871688401
28,WP_ENDODERM_DIFFERENTIATION,80,Up,0.0140144366751487,0.399419871688401
29,WP_PTDINS45P2_IN_CYTOKINESIS_PATHWAY,10,Down,0.0140914553272064,0.399419871688401
30,WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE,5,Down,0.0178172459300588,0.47096765587983
31,WP_16P112_DISTAL_DELETION_SYNDROME,21,Up,0.0181792550679461,0.47096765587983
32,WP_CILIOPATHIES,127,Down,0.0183345072848595,0.47096765587983
33,WP_ROLES_OF_CERAMIDES_IN_DEVELOPMENT_OF_INSULIN_RESISTANCE,15,Down,0.0191052493056535,0.47589439179537
34,WP_SPINA_BIFIDA,10,Up,0.0211266482308866,0.510767789582023
35,WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS,5,Down,0.0222966048507994,0.510778971438315
36,WP_ALSTROM_SYNDROME,26,Down,0.0223698819608021,0.510778971438315
37,WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY,10,Down,0.0238278319502861,0.527691269037557
38,WP_IRON_METABOLISM_IN_PLACENTA,10,Up,0.0247072849647448,0.527691269037557
39,WP_OMEGA9_FATTY_ACID_SYNTHESIS,11,Down,0.0251955420592958,0.527691269037557
40,WP_KALLMANN_SYNDROME,11,Down,0.0256784072524359,0.527691269037557
