,Set,N,DE,P.DE,FDR
1,WP_EBOLA_VIRUS_INFECTION_IN_HOST,123,3,3.83981306796087e-05,0.0318704484640752
2,WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,49,2,0.000329178344332662,0.109392526727799
3,WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY,60,2,0.000493764526386316,0.109392526727799
4,WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,62,2,0.000527192899893007,0.109392526727799
5,WP_SMALL_CELL_LUNG_CANCER,90,2,0.00110693074719273,0.161718760338731
6,WP_INTEGRINMEDIATED_CELL_ADHESION,93,2,0.00118128821430935,0.161718760338731
7,WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,100,2,0.00136389315948327,0.161718760338731
8,WP_FOCAL_ADHESION,174,2,0.00405327324791783,0.377219563060955
9,WP_SARSCOV2_AND_COVID19_PATHWAY,8,1,0.00444495173724113,0.377219563060955
10,WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING,188,2,0.00471336273151198,0.377219563060955
11,WP_PAFAH1B1_COPY_NUMBER_VARIATION,9,1,0.00499929541406086,0.377219563060955
12,WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_3,11,1,0.00610713402006302,0.422410103054359
13,WP_MAMMARY_GLAND_DEVELOPMENT_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4,12,1,0.00666062921180965,0.425255557369386
14,WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING,251,2,0.00825069944375578,0.489148609879807
15,WP_PI3KAKT_SIGNALING,269,2,0.00942647027477834,0.521598021871068
16,WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN,23,1,0.0127304557975465,0.596768011106344
17,WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALING_BY_CNV,24,1,0.0132805688422363,0.596768011106344
18,WP_CELL_INTERACTIONS_OF_THE_PANCREATIC_CANCER_MICROENVIRONMENT,25,1,0.0138304008911746,0.596768011106344
19,WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2,25,1,0.0138304008911746,0.596768011106344
20,WP_GENES_CONTROLLING_NEPHROGENESIS,26,1,0.0143799520748517,0.596768011106344
