Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
HALLMARK_COMPLEMENT,184,2,0.0047889815894614,0.23944907947307,"CTSL,CD59",2,12,0.166666666666667
HALLMARK_HEDGEHOG_SIGNALING,28,1,0.0159423446734347,0.398558616835867,VLDLR,1,12,0.0833333333333333
HALLMARK_INTERFERON_ALPHA_RESPONSE,96,1,0.0536943768649325,0.485476429043724,IFITM2,1,12,0.0833333333333333
HALLMARK_UV_RESPONSE_DN,133,1,0.0736736456510478,0.485476429043724,VLDLR,1,12,0.0833333333333333
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,157,1,0.0864256250237495,0.485476429043724,CD59,1,12,0.0833333333333333
HALLMARK_APICAL_JUNCTION,160,1,0.0880082567658455,0.485476429043724,ITGA3,1,12,0.0833333333333333
HALLMARK_HYPOXIA,173,1,0.0948373285856424,0.485476429043724,VLDLR,1,12,0.0833333333333333
HALLMARK_GLYCOLYSIS,176,1,0.0964065965345984,0.485476429043724,VLDLR,1,12,0.0833333333333333
HALLMARK_IL2_STAT5_SIGNALING,189,1,0.103177981329641,0.485476429043724,ITGA6,1,12,0.0833333333333333
HALLMARK_INTERFERON_GAMMA_RESPONSE,194,1,0.105769950759328,0.485476429043724,IFITM2,1,12,0.0833333333333333
HALLMARK_MTORC1_SIGNALING,196,1,0.106804814389619,0.485476429043724,VLDLR,1,12,0.0833333333333333
HALLMARK_ADIPOGENESIS,188,0,1,1,"",0,12,0
HALLMARK_ALLOGRAFT_REJECTION,182,0,1,1,"",0,12,0
HALLMARK_ANDROGEN_RESPONSE,95,0,1,1,"",0,12,0
HALLMARK_ANGIOGENESIS,27,0,1,1,"",0,12,0
HALLMARK_APICAL_SURFACE,33,0,1,1,"",0,12,0
HALLMARK_APOPTOSIS,151,0,1,1,"",0,12,0
HALLMARK_BILE_ACID_METABOLISM,95,0,1,1,"",0,12,0
HALLMARK_CHOLESTEROL_HOMEOSTASIS,71,0,1,1,"",0,12,0
HALLMARK_COAGULATION,109,0,1,1,"",0,12,0
HALLMARK_DNA_REPAIR,148,0,1,1,"",0,12,0
HALLMARK_E2F_TARGETS,198,0,1,1,"",0,12,0
HALLMARK_ESTROGEN_RESPONSE_EARLY,177,0,1,1,"",0,12,0
HALLMARK_ESTROGEN_RESPONSE_LATE,170,0,1,1,"",0,12,0
HALLMARK_FATTY_ACID_METABOLISM,142,0,1,1,"",0,12,0
HALLMARK_G2M_CHECKPOINT,193,0,1,1,"",0,12,0
HALLMARK_HEME_METABOLISM,176,0,1,1,"",0,12,0
HALLMARK_IL6_JAK_STAT3_SIGNALING,82,0,1,1,"",0,12,0
HALLMARK_INFLAMMATORY_RESPONSE,188,0,1,1,"",0,12,0
HALLMARK_KRAS_SIGNALING_DN,112,0,1,1,"",0,12,0
HALLMARK_KRAS_SIGNALING_UP,167,0,1,1,"",0,12,0
HALLMARK_MITOTIC_SPINDLE,197,0,1,1,"",0,12,0
HALLMARK_MYC_TARGETS_V1,195,0,1,1,"",0,12,0
HALLMARK_MYC_TARGETS_V2,57,0,1,1,"",0,12,0
HALLMARK_MYOGENESIS,152,0,1,1,"",0,12,0
HALLMARK_NOTCH_SIGNALING,31,0,1,1,"",0,12,0
HALLMARK_OXIDATIVE_PHOSPHORYLATION,200,0,1,1,"",0,12,0
HALLMARK_P53_PATHWAY,192,0,1,1,"",0,12,0
HALLMARK_PANCREAS_BETA_CELLS,20,0,1,1,"",0,12,0
HALLMARK_PEROXISOME,95,0,1,1,"",0,12,0
HALLMARK_PI3K_AKT_MTOR_SIGNALING,98,0,1,1,"",0,12,0
HALLMARK_PROTEIN_SECRETION,93,0,1,1,"",0,12,0
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,0,1,1,"",0,12,0
HALLMARK_SPERMATOGENESIS,91,0,1,1,"",0,12,0
HALLMARK_TGF_BETA_SIGNALING,52,0,1,1,"",0,12,0
HALLMARK_TNFA_SIGNALING_VIA_NFKB,197,0,1,1,"",0,12,0
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,108,0,1,1,"",0,12,0
HALLMARK_UV_RESPONSE_UP,144,0,1,1,"",0,12,0
HALLMARK_WNT_BETA_CATENIN_SIGNALING,39,0,1,1,"",0,12,0
HALLMARK_XENOBIOTIC_METABOLISM,165,0,1,1,"",0,12,0
