Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
HALLMARK_TNFA_SIGNALING_VIA_NFKB,197,5,0.000152821193317876,0.00764105966589381,"NR4A1,DUSP2,TNFAIP6,CCL4,PNRC1",5,54,0.0925925925925926
HALLMARK_CHOLESTEROL_HOMEOSTASIS,71,3,0.000819951310814347,0.0204987827703587,"SQLE,PNRC1,FADS2",3,54,0.0555555555555556
HALLMARK_XENOBIOTIC_METABOLISM,165,3,0.0088952177929292,0.14141430102582,"ALDH2,BCAR1,ESR1",3,54,0.0555555555555556
HALLMARK_INTERFERON_GAMMA_RESPONSE,194,3,0.0137601396225341,0.14141430102582,"IFITM2,TNFAIP6,CD38",3,54,0.0555555555555556
HALLMARK_MTORC1_SIGNALING,196,3,0.014141430102582,0.14141430102582,"SQLE,PSAT1,FADS2",3,54,0.0555555555555556
HALLMARK_ADIPOGENESIS,188,2,0.0848227232189056,0.573927888551499,"ALDH2,MGLL",2,54,0.037037037037037
HALLMARK_INFLAMMATORY_RESPONSE,188,2,0.0848227232189056,0.573927888551499,"TNFAIP6,ADGRE1",2,54,0.037037037037037
HALLMARK_MITOTIC_SPINDLE,197,2,0.0918284621682398,0.573927888551499,"BCAR1,SPTBN1",2,54,0.037037037037037
HALLMARK_TGF_BETA_SIGNALING,52,1,0.125863149973151,0.685560400627582,SPTBN1,1,54,0.0185185185185185
HALLMARK_MYC_TARGETS_V2,57,1,0.137112080125516,0.685560400627582,DUSP2,1,54,0.0185185185185185
HALLMARK_IL6_JAK_STAT3_SIGNALING,82,1,0.191259978554775,0.757797111601216,CD38,1,54,0.0185185185185185
HALLMARK_BILE_ACID_METABOLISM,95,1,0.218084289690179,0.757797111601216,FADS2,1,54,0.0185185185185185
HALLMARK_INTERFERON_ALPHA_RESPONSE,96,1,0.220111144930037,0.757797111601216,IFITM2,1,54,0.0185185185185185
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,108,1,0.244034829249251,0.757797111601216,PSAT1,1,54,0.0185185185185185
HALLMARK_UV_RESPONSE_DN,133,1,0.291585803077217,0.757797111601216,MGLL,1,54,0.0185185185185185
HALLMARK_FATTY_ACID_METABOLISM,142,1,0.307975118515522,0.757797111601216,MGLL,1,54,0.0185185185185185
HALLMARK_UV_RESPONSE_UP,144,1,0.31156633304214,0.757797111601216,NR4A1,1,54,0.0185185185185185
HALLMARK_APOPTOSIS,151,1,0.323992125457274,0.757797111601216,CD38,1,54,0.0185185185185185
HALLMARK_APICAL_JUNCTION,160,1,0.339645125450811,0.757797111601216,ITGA3,1,54,0.0185185185185185
HALLMARK_ESTROGEN_RESPONSE_LATE,170,1,0.356620295996559,0.757797111601216,DUSP2,1,54,0.0185185185185185
HALLMARK_HYPOXIA,173,1,0.361628803565216,0.757797111601216,PNRC1,1,54,0.0185185185185185
HALLMARK_ESTROGEN_RESPONSE_EARLY,177,1,0.368247327328812,0.757797111601216,SYNGR1,1,54,0.0185185185185185
HALLMARK_ALLOGRAFT_REJECTION,182,1,0.37642583330053,0.757797111601216,CCL4,1,54,0.0185185185185185
HALLMARK_COMPLEMENT,184,1,0.379668059233003,0.757797111601216,FCN1,1,54,0.0185185185185185
HALLMARK_IL2_STAT5_SIGNALING,189,1,0.38770141157643,0.757797111601216,NFKBIZ,1,54,0.0185185185185185
HALLMARK_G2M_CHECKPOINT,193,1,0.394054498032632,0.757797111601216,SQLE,1,54,0.0185185185185185
HALLMARK_ANDROGEN_RESPONSE,95,0,1,1,"",0,54,0
HALLMARK_ANGIOGENESIS,27,0,1,1,"",0,54,0
HALLMARK_APICAL_SURFACE,33,0,1,1,"",0,54,0
HALLMARK_COAGULATION,109,0,1,1,"",0,54,0
HALLMARK_DNA_REPAIR,148,0,1,1,"",0,54,0
HALLMARK_E2F_TARGETS,198,0,1,1,"",0,54,0
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,157,0,1,1,"",0,54,0
HALLMARK_GLYCOLYSIS,176,0,1,1,"",0,54,0
HALLMARK_HEDGEHOG_SIGNALING,28,0,1,1,"",0,54,0
HALLMARK_HEME_METABOLISM,176,0,1,1,"",0,54,0
HALLMARK_KRAS_SIGNALING_DN,112,0,1,1,"",0,54,0
HALLMARK_KRAS_SIGNALING_UP,167,0,1,1,"",0,54,0
HALLMARK_MYC_TARGETS_V1,195,0,1,1,"",0,54,0
HALLMARK_MYOGENESIS,152,0,1,1,"",0,54,0
HALLMARK_NOTCH_SIGNALING,31,0,1,1,"",0,54,0
HALLMARK_OXIDATIVE_PHOSPHORYLATION,200,0,1,1,"",0,54,0
HALLMARK_P53_PATHWAY,192,0,1,1,"",0,54,0
HALLMARK_PANCREAS_BETA_CELLS,20,0,1,1,"",0,54,0
HALLMARK_PEROXISOME,95,0,1,1,"",0,54,0
HALLMARK_PI3K_AKT_MTOR_SIGNALING,98,0,1,1,"",0,54,0
HALLMARK_PROTEIN_SECRETION,93,0,1,1,"",0,54,0
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,0,1,1,"",0,54,0
HALLMARK_SPERMATOGENESIS,91,0,1,1,"",0,54,0
HALLMARK_WNT_BETA_CATENIN_SIGNALING,39,0,1,1,"",0,54,0
