Set,N,DE,P.DE,FDR,DEG.GENES
WP_STEROID_HORMONE_PRECURSOR_BIOSYNTHESIS,4,1,0.00133740906403224,0.623955441531339,AKR1C1
WP_BENZOAPYRENE_METABOLISM,7,1,0.00233945946666869,0.623955441531339,AKR1C1
WP_MINERALOCORTICOID_BIOSYNTHESIS,8,1,0.00267328469533645,0.623955441531339,AKR1C1
WP_GLUCOCORTICOID_BIOSYNTHESIS,9,1,0.00300701417605465,0.623955441531339,AKR1C1
WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,37,1,0.0123126587676605,1,ELANE
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION,40,1,0.0133052617847471,1,AKR1C1
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_STAGE_3_OF_3,55,1,0.0182554617491356,1,ELANE
WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,57,1,0.0189138772297061,1,ELANE
WP_FERROPTOSIS,61,1,0.0202295727924297,1,AKR1C1
WP_COMPLEMENT_SYSTEM,69,1,0.0228564273999987,1,ELANE
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II,113,1,0.0371964899469713,1,AKR1C1
WP_IL18_SIGNALING,237,1,0.0766430522995432,1,BIN1
WP_ADHD_AND_AUTISM_ASD_PATHWAYS,260,1,0.0838053059590663,1,AKR1C1
WP_FATTY_ACIDS_AND_LIPOPROTEINS_TRANSPORT_IN_HEPATOCYTES,345,1,0.109862924871312,1,BIN1
WP_VEGFAVEGFR2_SIGNALING,396,1,0.125190494819183,1,BIN1
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,53,0,1,1,""
WP_10Q22Q23_COPY_NUMBER_VARIATION,45,0,1,1,""
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,47,0,1,1,""
WP_13Q1212_COPY_NUMBER_VARIATION,25,0,1,1,""
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1,""
WP_15Q11Q13_COPY_NUMBER_VARIATION,50,0,1,1,""
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,20,0,1,1,""
WP_15Q25_COPY_NUMBER_VARIATION,36,0,1,1,""
WP_16P112_DISTAL_DELETION_SYNDROME,27,0,1,1,""
WP_16P112_PROXIMAL_DELETION_SYNDROME,70,0,1,1,""
WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1,""
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,67,0,1,1,""
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,92,0,1,1,""
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,21,0,1,1,""
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,90,0,1,1,""
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,31,0,1,1,""
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,52,0,1,1,""
WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,11,0,1,1,""
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,104,0,1,1,""
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,60,0,1,1,""
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,25,0,1,1,""
WP_4P163_COPY_NUMBER_VARIATION,27,0,1,1,""
WP_5Q35_COPY_NUMBER_VARIATION,89,0,1,1,""
WP_6Q16_COPY_NUMBER_VARIATION,6,0,1,1,""
WP_7OXOC_AND_7BETAHC_PATHWAYS,22,0,1,1,""
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,90,0,1,1,""
WP_7Q1123_DISTAL_COPY_NUMBER_VARIATION,20,0,1,1,""
WP_8P231_COPY_NUMBER_VARIATION_SYNDROME,41,0,1,1,""
WP_8Q1123_RB1CC1_COPY_NUMBER_VARIATION,16,0,1,1,""
WP_ACETAMINOPHEN_IN_ANALGESIA_AND_ANTIPYRESIS,5,0,1,1,""
WP_ACETYLCHOLINE_SYNTHESIS,5,0,1,1,""
WP_ACE_INHIBITOR_PATHWAY,8,0,1,1,""
WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME,10,0,1,1,""
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2,7,0,1,1,""
WP_ACUTE_MYELOID_LEUKEMIA,66,0,1,1,""
