Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
REACTOME_DRUG_ADME,64,2,0.000191449780458679,0.331782469534891,"AKR1C1,SLC28A3",2,7,0.285714285714286
REACTOME_PREDNISONE_ADME,4,1,0.00133740906403224,1,AKR1C1,1,7,0.142857142857143
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL,10,1,0.00334064793170807,1,AKR1C1,1,7,0.142857142857143
REACTOME_RIBAVIRIN_ADME,11,1,0.00367418598518054,1,SLC28A3,1,7,0.142857142857143
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,11,1,0.00367418598518054,1,AKR1C1,1,7,0.142857142857143
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE,11,1,0.00367418598518054,1,SLC28A3,1,7,0.142857142857143
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,18,1,0.00600627461957859,1,AKR1C1,1,7,0.142857142857143
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,20,1,0.00667172564163943,1,ELOVL7,1,7,0.142857142857143
REACTOME_AZATHIOPRINE_ADME,22,1,0.0073367947692915,1,SLC28A3,1,7,0.142857142857143
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,23,1,0.00766918617979717,1,ELANE,1,7,0.142857142857143
REACTOME_PYROPTOSIS,27,1,0.00899779799888545,1,ELANE,1,7,0.142857142857143
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,28,1,0.00932971261199533,1,AKR1C1,1,7,0.142857142857143
REACTOME_ANTIMICROBIAL_PEPTIDES,29,1,0.00966153193405495,1,ELANE,1,7,0.142857142857143
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,32,1,0.0106564183818945,1,SLC28A3,1,7,0.142857142857143
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,33,1,0.0109878567676961,1,AKR1C1,1,7,0.142857142857143
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,33,1,0.0109878567676961,1,ELOVL7,1,7,0.142857142857143
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,34,1,0.0113191999763985,1,AKR1C1,1,7,0.142857142857143
REACTOME_COMPLEMENT_CASCADE,40,1,0.0133052617847471,1,ELANE,1,7,0.142857142857143
REACTOME_COLLAGEN_DEGRADATION,45,1,0.0149577000947456,1,ELANE,1,7,0.142857142857143
REACTOME_METABOLISM_OF_LIPIDS,649,2,0.0181825609263306,1,"ELOVL7,AKR1C1",2,7,0.285714285714286
REACTOME_REGULATED_NECROSIS,59,1,0.0195719141836818,1,ELANE,1,7,0.142857142857143
REACTOME_VISUAL_PHOTOTRANSDUCTION,67,1,0.022200280359907,1,AKR1C1,1,7,0.142857142857143
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,100,1,0.0329785531446597,1,ELANE,1,7,0.142857142857143
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,131,1,0.043010670687519,1,BIN1,1,7,0.142857142857143
REACTOME_METABOLISM_OF_STEROIDS,131,1,0.043010670687519,1,AKR1C1,1,7,0.142857142857143
REACTOME_FATTY_ACID_METABOLISM,148,1,0.0484741818834606,1,ELOVL7,1,7,0.142857142857143
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,177,1,0.0577325935556481,1,AKR1C1,1,7,0.142857142857143
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,177,1,0.0577325935556481,1,SLC28A3,1,7,0.142857142857143
REACTOME_SENSORY_PERCEPTION,188,1,0.0612241483917713,1,AKR1C1,1,7,0.142857142857143
REACTOME_PROGRAMMED_CELL_DEATH,200,1,0.0650204639504036,1,ELANE,1,7,0.142857142857143
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,227,1,0.0735140923122499,1,ELANE,1,7,0.142857142857143
REACTOME_NEUTROPHIL_DEGRANULATION,442,1,0.138820758880141,1,ELANE,1,7,0.142857142857143
REACTOME_TRANSPORT_OF_SMALL_MOLECULES,576,1,0.17749390963499,1,SLC28A3,1,7,0.142857142857143
REACTOME_MEMBRANE_TRAFFICKING,577,1,0.177776821660569,1,BIN1,1,7,0.142857142857143
REACTOME_VESICLE_MEDIATED_TRANSPORT,611,1,0.18734633321489,1,BIN1,1,7,0.142857142857143
REACTOME_INNATE_IMMUNE_SYSTEM,912,1,0.267984160180898,1,ELANE,1,7,0.142857142857143
REACTOME_2_LTR_CIRCLE_FORMATION,7,0,1,1,"",0,7,0
REACTOME_ABACAVIR_ADME,5,0,1,1,"",0,7,0
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,3,0,1,1,"",0,7,0
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,94,0,1,1,"",0,7,0
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,15,0,1,1,"",0,7,0
REACTOME_ABC_TRANSPORTER_DISORDERS,71,0,1,1,"",0,7,0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20,0,1,1,"",0,7,0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17,0,1,1,"",0,7,0
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,23,0,1,1,"",0,7,0
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,6,0,1,1,"",0,7,0
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,3,0,1,1,"",0,7,0
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,12,0,1,1,"",0,7,0
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,10,0,1,1,"",0,7,0
