,Set,NGenes,Direction,PValue,FDR
1,HALLMARK_TNFA_SIGNALING_VIA_NFKB,169,Down,3.31467307583028e-07,1.65733653791514e-05
2,HALLMARK_INTERFERON_ALPHA_RESPONSE,91,Up,1.16953759419067e-05,0.000292384398547667
3,HALLMARK_INTERFERON_GAMMA_RESPONSE,174,Up,0.036663777860227,0.466666517631503
4,HALLMARK_HYPOXIA,130,Down,0.0373333214105203,0.466666517631503
5,HALLMARK_ANGIOGENESIS,19,Down,0.0649276428176823,0.483250536780011
6,HALLMARK_ADIPOGENESIS,170,Up,0.0674953756454752,0.483250536780011
7,HALLMARK_INFLAMMATORY_RESPONSE,127,Down,0.0676550751492015,0.483250536780011
8,HALLMARK_UV_RESPONSE_UP,116,Down,0.123646377571889,0.772789859824304
9,HALLMARK_HEDGEHOG_SIGNALING,15,Down,0.161399393754266,0.834935119211093
10,HALLMARK_CHOLESTEROL_HOMEOSTASIS,61,Up,0.166987023842219,0.834935119211093
11,HALLMARK_E2F_TARGETS,198,Down,0.238328422683573,0.957505395115273
12,HALLMARK_G2M_CHECKPOINT,185,Up,0.245797119387463,0.957505395115273
13,HALLMARK_DNA_REPAIR,143,Down,0.300527709811815,0.957505395115273
14,HALLMARK_IL6_JAK_STAT3_SIGNALING,67,Up,0.310592792187231,0.957505395115273
15,HALLMARK_APOPTOSIS,123,Down,0.329831663718667,0.957505395115273
16,HALLMARK_PEROXISOME,79,Down,0.364284527702964,0.957505395115273
17,HALLMARK_MYC_TARGETS_V1,195,Down,0.370560564936416,0.957505395115273
18,HALLMARK_MYC_TARGETS_V2,56,Down,0.370889233603027,0.957505395115273
19,HALLMARK_MITOTIC_SPINDLE,186,Up,0.394665316414568,0.957505395115273
20,HALLMARK_ALLOGRAFT_REJECTION,132,Up,0.40032290116485,0.957505395115273
21,HALLMARK_IL2_STAT5_SIGNALING,147,Down,0.434528661910326,0.957505395115273
22,HALLMARK_OXIDATIVE_PHOSPHORYLATION,198,Up,0.435993823237506,0.957505395115273
23,HALLMARK_TGF_BETA_SIGNALING,44,Down,0.47646435234757,0.957505395115273
24,HALLMARK_FATTY_ACID_METABOLISM,128,Up,0.492973194642853,0.957505395115273
25,HALLMARK_APICAL_SURFACE,17,Up,0.510484786243821,0.957505395115273
26,HALLMARK_HEME_METABOLISM,141,Down,0.523662578452684,0.957505395115273
27,HALLMARK_XENOBIOTIC_METABOLISM,127,Up,0.547979031807708,0.957505395115273
28,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,48,Up,0.596519116930203,0.957505395115273
29,HALLMARK_WNT_BETA_CATENIN_SIGNALING,28,Down,0.654218731938511,0.957505395115273
30,HALLMARK_KRAS_SIGNALING_UP,115,Down,0.684195411550533,0.957505395115273
31,HALLMARK_MTORC1_SIGNALING,181,Up,0.696533829567406,0.957505395115273
32,HALLMARK_BILE_ACID_METABOLISM,69,Down,0.716598750536523,0.957505395115273
33,HALLMARK_PANCREAS_BETA_CELLS,11,Down,0.722112456934049,0.957505395115273
34,HALLMARK_NOTCH_SIGNALING,24,Up,0.733193250363585,0.957505395115273
35,HALLMARK_KRAS_SIGNALING_DN,49,Down,0.734453577717835,0.957505395115273
36,HALLMARK_COAGULATION,69,Up,0.754094393871847,0.957505395115273
37,HALLMARK_GLYCOLYSIS,139,Down,0.771806038696377,0.957505395115273
38,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,104,Up,0.772771117800847,0.957505395115273
39,HALLMARK_PI3K_AKT_MTOR_SIGNALING,87,Down,0.774408116147358,0.957505395115273
40,HALLMARK_SPERMATOGENESIS,62,Up,0.804576632028557,0.957505395115273
41,HALLMARK_PROTEIN_SECRETION,90,Up,0.81892422857483,0.957505395115273
42,HALLMARK_MYOGENESIS,92,Down,0.830450431182466,0.957505395115273
43,HALLMARK_ANDROGEN_RESPONSE,80,Up,0.854555983121187,0.957505395115273
44,HALLMARK_UV_RESPONSE_DN,97,Down,0.861443867063008,0.957505395115273
45,HALLMARK_ESTROGEN_RESPONSE_LATE,107,Up,0.861754855603746,0.957505395115273
46,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,80,Down,0.898131156679995,0.97622951813043
47,HALLMARK_COMPLEMENT,140,Up,0.953231148849289,0.992126116663994
48,HALLMARK_APICAL_JUNCTION,101,Up,0.972007176542701,0.992126116663994
49,HALLMARK_ESTROGEN_RESPONSE_EARLY,109,Down,0.972283594330714,0.992126116663994
50,HALLMARK_P53_PATHWAY,159,Down,0.994658227143339,0.994658227143339
