,Set,NGenes,Direction,PValue,FDR
1,WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING,25,Down,7.525664213066e-06,0.00618609598314025
2,WP_IMMUNE_INFILTRATION_IN_PANCREATIC_CANCER,17,Down,1.94698206605351e-05,0.00800209629147991
3,WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,13,Down,0.000288721354967296,0.0601684129388473
4,WP_OVERVIEW_OF_NANOPARTICLE_EFFECTS,14,Down,0.000292790330602663,0.0601684129388473
5,WP_VITAMIN_B12_METABOLISM,25,Down,0.00047150608557835,0.0775156004690808
6,WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R,28,Down,0.000847035750713627,0.106863782488053
7,WP_COVID19_ADVERSE_OUTCOME_PATHWAY,8,Down,0.000910032210968824,0.106863782488053
8,WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS,41,Down,0.00105264618066767,0.108159395063603
9,WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,35,Down,0.00120610155035909,0.110157274932797
10,WP_GPCRS_OTHER,13,Down,0.00195028662518239,0.157417501681499
11,WP_POSTCOVID_NEUROINFLAMMATION,13,Down,0.00210656024147991,0.157417501681499
12,WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,5,Up,0.00246932833393919,0.169148990874834
13,WP_IL26_SIGNALING,32,Down,0.00307367904000576,0.194351090068056
14,WP_PROSTAGLANDIN_SIGNALING,23,Down,0.00346776890787976,0.201184415483718
15,WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE,12,Down,0.00367124845773208,0.201184415483718
16,WP_BURN_WOUND_HEALING,62,Down,0.00410324641425081,0.210804284532136
17,WP_PHASE_I_BIOTRANSFORMATIONS_NONP450,5,Up,0.00476263318942061,0.219973061544212
18,WP_LET7_INHIBITION_OF_ES_CELL_REPROGRAMMING,3,Down,0.00481692835498274,0.219973061544212
19,WP_FOLATE_METABOLISM,38,Down,0.00532650789348294,0.229995525579324
20,WP_ASPIRIN_AND_MIRNAS,8,Down,0.00581365742046474,0.229995525579324
21,WP_MODULATION_OF_PI3KAKTMTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPIDS,10,Down,0.00587579809874185,0.229995525579324
22,WP_CALCIUM_MEDIATED_TCELL_APOPTOSIS_INVOLVED_IN_INCLUSION_BODY_MYOSITIS,15,Down,0.00729822681927309,0.264735030728008
23,WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES,10,Down,0.00740742786708537,0.264735030728008
24,WP_GLP1_IN_PANCREATIC_ISLET_CELLS,2,Down,0.00787843829676401,0.269836511664167
