Set,N,DE,P.DE,FDR,DEG.GENES
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,15,3,3.63034073016183e-05,0.0131385641326426,"MSMO1,MVK,FDFT1"
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS,45,4,4.59136284085375e-05,0.0131385641326426,"FADS2,MSMO1,MVK,FDFT1"
WP_CHOLESTEROL_SYNTHESIS_DISORDERS,17,3,5.39095955963523e-05,0.0131385641326426,"MSMO1,MVK,FDFT1"
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES,95,5,6.33183813621331e-05,0.0131385641326426,"FADS2,ERG28,MSMO1,MVK,FDFT1"
WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2,69,4,0.000245734502037385,0.0407919273382059,"SLAMF7,MFGE8,SELL,PRDM1"
WP_ENTEROCYTE_CHOLESTEROL_METABOLISM,32,3,0.000374825972533205,0.0518509262004267,"MSMO1,MVK,FDFT1"
WP_VITAMIN_B12_METABOLISM,41,3,0.000782793333560641,0.092816923836476,"SOD2,NFKB2,ICAM1"
WP_MEVALONATE_ARM_OF_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,13,2,0.00145228281163363,0.15067434170699,"MVK,FDFT1"
WP_FOLATE_METABOLISM,53,3,0.00165580676700093,0.152702179623419,"SOD2,NFKB2,ICAM1"
WP_FERROPTOSIS,61,3,0.00248005813566185,0.196023972262649,"SLC39A8,SLC1A5,FDFT1"
WP_CHOLESTEROL_METABOLISM,62,3,0.00259790806613149,0.196023972262649,"MSMO1,MVK,FDFT1"
WP_SELENIUM_MICRONUTRIENT_NETWORK,69,3,0.00352003388841492,0.243469010615365,"SOD2,NFKB2,ICAM1"
WP_COMPLEMENT_SYSTEM,72,3,0.00396896029143815,0.253402849376436,"SELL,F12,ICAM1"
WP_IL18_SIGNALING,241,5,0.00429262757122261,0.254491491722483,"ZC3H12A,NFKB2,MMP14,EPB41,ICAM1"
WP_OXIDATIVE_STRESS_RESPONSE,24,2,0.00497940099401848,0.275526855002356,"SOD2,MGST1"
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING,33,2,0.00928409423583151,0.481612388483759,"NFKB2,ICAM1"
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT,101,3,0.0101200391755191,0.494096030334166,"SOD2,NFKB2,CCND3"
WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,38,2,0.012186366202491,0.541698510002093,"NFKB2,ICAM1"
WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY,39,2,0.0128085810786945,0.541698510002093,"PRDM1,NLRP12"
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,111,3,0.0130529761446287,0.541698510002093,"NFKB2,CDCA7L,ECE1"
WP_EBOLA_VIRUS_INFECTION_IN_HOST,123,3,0.0171500031023479,0.605647941386245,"HLA-DQA2,NFKB2,MFGE8"
WP_CATALYTIC_CYCLE_OF_MAMMALIAN_FLAVINCONTAINING_MONOOXYGENASES_FMOS,4,1,0.0175127115581565,0.605647941386245,FMO4
WP_KININKALLIKREIN_PATHWAY,4,1,0.0175127115581565,0.605647941386245,F12
WP_LINOLEIC_ACID_METABOLISM_AFFECTED_BY_SARSCOV2,4,1,0.0175127115581565,0.605647941386245,FADS2
WP_FATTY_ACIDS_AND_LIPOPROTEINS_TRANSPORT_IN_HEPATOCYTES,349,5,0.019159824701632,0.636106180094181,"ENPP2,SH3BP4,MSMO1,MVK,FDFT1"
WP_CREATINE_PATHWAY,5,1,0.0218432591571903,0.647496610730999,GATM
WP_METABOLISM_OF_ALPHALINOLENIC_ACID,5,1,0.0218432591571903,0.647496610730999,FADS2
WP_SEBALEIC_ACID_FORMATION_AND_METABOLISM,5,1,0.0218432591571903,0.647496610730999,FADS2
WP_RANKLRANK_SIGNALING,55,2,0.0245295302848212,0.700276860377815,"NFKB2,ICAM1"
WP_NUCLEAR_RECEPTORS_METAPATHWAY,254,4,0.0260349321230181,0.700276860377815,"NFKB2,MFGE8,MGST1,SLC39A8"
WP_ROS_IN_COVID19_ENDOTHELIAL_DYSFUNCTION,6,1,0.0261549188815811,0.700276860377815,ICAM1
WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,7,1,0.0304477722390236,0.722047170239703,SLC1A5
WP_MEVALONATE_PATHWAY,7,1,0.0304477722390236,0.722047170239703,MVK
WP_MRNA_PROTEIN_AND_METABOLITE_INDUCATION_PATHWAY_BY_CYCLOSPORIN_A,7,1,0.0304477722390236,0.722047170239703,SLC1A5
WP_PTF1A_RELATED_REGULATORY_PATHWAY,7,1,0.0304477722390236,0.722047170239703,FGF10
WP_GLUCOCORTICOID_RECEPTOR_PATHWAY,64,2,0.0324644858339859,0.748486756728009,"NFKB2,MFGE8"
WP_APOE_AND_MIR146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS,8,1,0.0347219003892464,0.758399403238803,NFKB2
WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS,8,1,0.0347219003892464,0.758399403238803,GATM
WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION,10,1,0.0432143039759104,0.896696807500141,SOD2
WP_INCLUSION_BODY_MYOSITIS,10,1,0.0432143039759104,0.896696807500141,NFKB2
WP_METABOLIC_EPILEPTIC_DISORDERS,78,2,0.0464902154117802,0.941143385165305,"GATM,SLC1A5"
WP_BLOOD_CLOTTING_CASCADE,13,1,0.0558144794493959,1,F12
WP_OMEGA3_OMEGA6_FATTY_ACID_SYNTHESIS,13,1,0.0558144794493959,1,FADS2
WP_OMEGA9_FATTY_ACID_SYNTHESIS,13,1,0.0558144794493959,1,FADS2
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE,14,1,0.0599779414087486,1,ICAM1
WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE,14,1,0.0599779414087486,1,CCND3
WP_SPINAL_CORD_INJURY,91,2,0.0611288872065098,1,"CSPG4,ICAM1"
WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS,15,1,0.0641232366585362,1,ICAM1
WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT,16,1,0.0682504436271301,1,FGF10
WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,16,1,0.0682504436271301,1,RPH3A
