Set,N,DE,P.DE,FDR,DEG.GENES
WP_HIF1A_AND_PPARG_REGULATION_OF_GLYCOLYSIS,8,1,0.00739932390863729,1,GPD1
WP_EGFEGFR_SIGNALING,154,2,0.00885416826778083,1,"USP6NL,GRB10"
WP_NOTCH1_REGULATION_OF_ENDOTHELIAL_CELL_CALCIFICATION,15,1,0.0138310381550782,1,ITGA1
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS,19,1,0.0174885070233483,1,ITGA1
WP_TRIACYLGLYCERIDE_SYNTHESIS,20,1,0.0184008586743623,1,GPD1
WP_DRAVET_SYNDROME,22,1,0.0202231480117885,1,PRR5L
WP_MATRIX_METALLOPROTEINASES,22,1,0.0202231480117885,1,MMP14
WP_NUCLEAR_RECEPTORS_METAPATHWAY,254,2,0.0228498607877088,1,"SLC39A8,SERPINB9"
WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY,28,1,0.0256707526766583,1,GPD1
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING,28,1,0.0256707526766583,1,ITGA1
WP_ZINC_HOMEOSTASIS,29,1,0.0265758845892626,1,SLC39A8
WP_PI3KAKTMTOR_SIGNALING_AND_THERAPEUTIC_OPPORTUNITIES_IN_PROSTATE_CANCER,32,1,0.0292864899364238,1,GRB10
WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION,33,1,0.0301884304800372,1,MMP14
WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING,34,1,0.0310895748486673,1,ITGA1
WP_TARGET_OF_RAPAMYCIN_SIGNALING,36,1,0.0328894777238643,1,PRR5L
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,43,1,0.0391641559844446,1,SYNE1
WP_PLEURAL_MESOTHELIOMA,361,2,0.0435669515680831,1,"MMP14,ITGA1"
WP_FOLATE_METABOLISM,53,1,0.0480609270502681,1,FOLR2
WP_VEGFAVEGFR2_SIGNALING,400,2,0.0523701803336645,1,"MMP14,GRB10"
WP_KIT_RECEPTOR_SIGNALING,58,1,0.0524799105809415,1,GRB10
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY,60,1,0.0542420416173648,1,ITGA1
WP_FERROPTOSIS,61,1,0.0551219392387841,1,SLC39A8
WP_AGERAGE_PATHWAY,64,1,0.0577569683357901,1,MMP14
WP_GLUCOCORTICOID_RECEPTOR_PATHWAY,64,1,0.0577569683357901,1,SERPINB9
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS,83,1,0.0742840704208517,1,GRB10
WP_INTEGRINMEDIATED_CELL_ADHESION,93,1,0.0828715547619767,1,ITGA1
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,100,1,0.0888377058906084,1,ITGA1
WP_EFFECT_OF_OMEGA3_PUFA_ON_HUNTINGTONS_DISEASE_PATHWAYS,102,1,0.0905355366439953,1,PRR5L
WP_NRF2_PATHWAY,111,1,0.0981386512300456,1,SLC39A8
WP_ECTODERM_DIFFERENTIATION,116,1,0.102336471868186,1,TSKU
WP_REGULATION_OF_ACTIN_CYTOSKELETON,121,1,0.106515725892159,1,ITGA1
WP_EBOLA_VIRUS_INFECTION_IN_HOST,123,1,0.108182246290636,1,ITGA1
WP_INSULIN_SIGNALING,148,1,0.128766168893867,1,GRB10
WP_FOCAL_ADHESION,174,1,0.149694246399372,1,ITGA1
WP_IL18_SIGNALING,241,1,0.201445625188902,1,MMP14
WP_PI3KAKT_SIGNALING,269,1,0.222174103810842,1,ITGA1
WP_ADHD_AND_AUTISM_ASD_PATHWAYS,274,1,0.225821410048264,1,FOLR2
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,53,0,1,1,""
WP_10Q22Q23_COPY_NUMBER_VARIATION,48,0,1,1,""
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,49,0,1,1,""
WP_13Q1212_COPY_NUMBER_VARIATION,26,0,1,1,""
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1,""
WP_15Q11Q13_COPY_NUMBER_VARIATION,50,0,1,1,""
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,20,0,1,1,""
WP_15Q25_COPY_NUMBER_VARIATION,39,0,1,1,""
WP_16P112_DISTAL_DELETION_SYNDROME,28,0,1,1,""
WP_16P112_PROXIMAL_DELETION_SYNDROME,70,0,1,1,""
WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1,""
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,70,0,1,1,""
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,95,0,1,1,""
