Set,N,DE,P.DE,FDR,DEG.GENES
HALLMARK_IL2_STAT5_SIGNALING,192,10,1.33300405687795e-06,6.66502028438972e-05,"SPP1,SMPDL3A,CCND2,SLC39A8,SCN9A,AHNAK,KLF6,TGM2,PLEC,RHOB"
HALLMARK_TNFA_SIGNALING_VIA_NFKB,198,9,1.3735316881268e-05,0.000295120578968794,"LDLR,CXCL3,ABCA1,BCL3,KLF6,PTGER4,IL6,IL1B,RHOB"
HALLMARK_COAGULATION,113,7,1.77072347381276e-05,0.000295120578968794,"C3,MMP9,CRIP2,GNG12,C8A,CAPN2,FBN1"
HALLMARK_ALLOGRAFT_REJECTION,185,8,5.94414320727631e-05,0.000743017900909539,"CCR2,MMP9,CCND2,BCL3,PRKCB,CCR5,IL6,IL1B"
HALLMARK_INFLAMMATORY_RESPONSE,191,7,0.000473752804621411,0.00473752804621411,"LDLR,CCL24,ABCA1,KLF6,PTGER4,IL6,IL1B"
HALLMARK_ANDROGEN_RESPONSE,97,5,0.000682070557094787,0.00568392130912322,"CDC14B,IDI1,RPS6KA3,ARID5B,IQGAP2"
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,163,6,0.00117829619345617,0.0084164013818298,"SPP1,TGM2,BASP1,FBN1,IL6,RHOB"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,72,4,0.0018097990909361,0.0113112443183506,"LDLR,FADS2,IDI1,CYP51A1"
HALLMARK_APOPTOSIS,153,5,0.00502537248174132,0.0265319711320161,"CCND2,IL6,IL1B,PMAIP1,RHOB"
HALLMARK_MYOGENESIS,155,5,0.00530639422640322,0.0265319711320161,"TNNT1,KIFC3,FKBP1B,PDE4DIP,MEF2C"
HALLMARK_HYPOXIA,178,5,0.00937987388739365,0.0426357903972439,"SDC2,KLF6,TGM2,IL6,PRKCA"
HALLMARK_ESTROGEN_RESPONSE_EARLY,183,5,0.0104888350456221,0.0437034793567586,"WFS1,TGM2,MREG,PPIF,PMAIP1"
HALLMARK_MTORC1_SIGNALING,196,5,0.0137852444629415,0.0530201710113134,"LDLR,CORO1A,FADS2,IDI1,CYP51A1"
HALLMARK_ANGIOGENESIS,27,2,0.0160270256984839,0.0572393774945855,"SPP1,CCND2"
HALLMARK_HEDGEHOG_SIGNALING,31,2,0.0208392984170917,0.0667311820349296,"DPYSL2,NF1"
HALLMARK_IL6_JAK_STAT3_SIGNALING,82,3,0.0213539782511775,0.0667311820349296,"CXCL3,IL6,IL1B"
HALLMARK_BILE_ACID_METABOLISM,96,3,0.0320555547461375,0.0942810433709927,"FADS2,ABCA1,IDI1"
HALLMARK_APICAL_JUNCTION,172,4,0.0358180582605829,0.0959686361688654,"NECTIN2,MMP9,NF1,FBN1"
HALLMARK_KRAS_SIGNALING_UP,173,4,0.0364680817441689,0.0959686361688654,"SPP1,MMP9,CCND2,IL1B"
HALLMARK_COMPLEMENT,187,4,0.0462832804451059,0.115708201112765,"C3,PLA2G7,ITGAM,IL6"
HALLMARK_ADIPOGENESIS,191,4,0.0493326261470101,0.117458633683357,"C3,ABCA1,APOE,ITSN1"
HALLMARK_UV_RESPONSE_DN,136,3,0.0750267695574319,0.1705153853578,"LDLR,SDC2,PRKCA"
HALLMARK_FATTY_ACID_METABOLISM,143,3,0.0842811220407363,0.18127328903267,"IL4I1,S100A10,IDI1"
HALLMARK_UV_RESPONSE_UP,145,3,0.0870111787356814,0.18127328903267,"PPIF,IL6,RHOB"
HALLMARK_XENOBIOTIC_METABOLISM,168,3,0.120934515513593,0.241869031027187,"HES6,ARPP19,APOE"
HALLMARK_HEME_METABOLISM,178,3,0.136991474481611,0.263445143233868,"C3,TNS1,EPB41"
HALLMARK_PROTEIN_SECRETION,94,2,0.146811053391188,0.271872321094792,"ABCA1,RPS6KA3"
HALLMARK_PI3K_AKT_MTOR_SIGNALING,99,2,0.159323754798381,0.282883084336594,"PRKCB,RPS6KA3"
HALLMARK_P53_PATHWAY,194,3,0.164072188915224,0.282883084336594,"CCND2,S100A10,CTSF"
HALLMARK_MITOTIC_SPINDLE,199,3,0.172844084015762,0.288073473359604,"NF1,EPB41,ITSN1"
HALLMARK_NOTCH_SIGNALING,31,1,0.200572162041872,0.32350348716431,PRKCA
HALLMARK_APICAL_SURFACE,38,1,0.240011969377441,0.371948659449623,ATP8B1
HALLMARK_WNT_BETA_CATENIN_SIGNALING,39,1,0.245486115236751,0.371948659449623,CCND2
HALLMARK_ESTROGEN_RESPONSE_LATE,176,2,0.361620083873175,0.531794240989963,"WFS1,PPIF"
HALLMARK_GLYCOLYSIS,184,2,0.382193357884257,0.545990511263225,"SDC2,ARPP19"
HALLMARK_INTERFERON_GAMMA_RESPONSE,195,2,0.410012291216874,0.569461515578991,"ARID5B,IL6"
HALLMARK_SPERMATOGENESIS,94,1,0.493280100803056,0.653867756991316,IFT88
HALLMARK_PEROXISOME,95,1,0.4969394953134,0.653867756991316,IDI1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,108,1,0.542188987622187,0.695114086695112,WFS1
