Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
GOBP_CELL_ADHESION,1216,19,1.22690210431905e-06,0.0197445355648064,"NID1,ZC3H12A,HLA-DQA2,EGFL7,LILRB2,SIGLEC12,LIMS2,SLAMF7,MMP14,CCR1,MFGE8,LAMA1,SELL,TNFAIP6,NECTIN2,SLC39A8,ICAM4,LILRB4,ICAM1",19,95,0.2
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,12,3,1.77226553024544e-05,0.0920512096026683,"NID1,LIMS2,LAMA1",3,95,0.0315789473684211
GOBP_LEUKOCYTE_MIGRATION,343,9,2.07936230503046e-05,0.0920512096026683,"PADI2,SLC8B1,MMP14,CCR1,SELL,CCL23,TNFAIP6,NLRP12,ICAM1",9,95,0.0947368421052632
GOBP_DEFENSE_RESPONSE,1491,19,2.30678716415038e-05,0.0920512096026683,"DEFB1,ZC3H12A,NFKB2,FADS2,LILRB2,SLAMF7,CCR1,NUPR1,CCL23,WFDC2,TNFAIP6,PRDM1,F12,NLRP12,NECTIN2,SLC39A8,LILRB4,MVK,RAB20",19,95,0.2
GOBP_MONONUCLEAR_CELL_MIGRATION,199,7,2.85997668559834e-05,0.0920512096026683,"PADI2,SLC8B1,MMP14,CCR1,CCL23,NLRP12,ICAM1",7,95,0.0736842105263158
GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE,383,9,4.91332254719929e-05,0.108679835888364,"NID1,CSPG4,FGF10,EGFL7,MMP14,MFGE8,LAMA1,F12,ICAM1",9,95,0.0947368421052632
GOBP_ADAPTIVE_IMMUNE_RESPONSE,480,10,5.08206660018705e-05,0.108679835888364,"ZC3H12A,HLA-DQA2,NFKB2,LILRB2,ERAP2,SLAMF7,PRDM1,NECTIN2,LILRB4,ICAM1",10,95,0.105263157894737
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,302,8,5.7210449989501e-05,0.108679835888364,"NID1,CSPG4,FGF10,EGFL7,MFGE8,LAMA1,F12,ICAM1",8,95,0.0842105263157895
GOBP_INFLAMMATORY_RESPONSE,716,12,7.21458366863875e-05,0.108679835888364,"ZC3H12A,NFKB2,FADS2,CCR1,NUPR1,CCL23,TNFAIP6,F12,NLRP12,SLC39A8,LILRB4,MVK",12,95,0.126315789473684
GOCC_CELL_SURFACE,716,12,7.21458366863875e-05,0.108679835888364,"CSPG4,FGF10,EGFL7,LILRB2,SLAMF7,CCR1,MFGE8,SELL,ECE1,NECTIN2,LILRB4,ICAM1",12,95,0.126315789473684
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,52,4,8.1481719813376e-05,0.108679835888364,"ZC3H12A,NLRP12,SLC39A8,LILRB4",4,95,0.0421052631578947
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION,513,10,8.8263455174445e-05,0.108679835888364,"DEFB1,ENPP2,ZC3H12A,SOD2,FGF10,MMP14,CCR1,CCL23,TNFAIP6,ICAM1",10,95,0.105263157894737
GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,20,3,8.95149648467915e-05,0.108679835888364,"NID1,LIMS2,LAMA1",3,95,0.0315789473684211
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,54,4,9.45453117776109e-05,0.108679835888364,"NID1,SOD2,MMP14,LAMA1",4,95,0.0421052631578947
GOBP_REGULATION_OF_LOCOMOTION,866,13,0.000107662771828425,0.110667442470441,"DEFB1,ENPP2,ZC3H12A,SOD2,PADI2,FGF10,SLC8B1,MMP14,CCR1,LAMA1,CCL23,TNFAIP6,ICAM1",13,95,0.136842105263158
GOBP_FC_RECEPTOR_MEDIATED_INHIBITORY_SIGNALING_PATHWAY,4,2,0.000114642234893617,0.110667442470441,"LILRB2,LILRB4",2,95,0.0210526315789474
GOBP_STEROL_BIOSYNTHETIC_PROCESS,57,4,0.000116904649350494,0.110667442470441,"ERG28,MSMO1,MVK,FDFT1",4,95,0.0421052631578947
