Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,947,26,3.91576458387888e-09,5.16657598345574e-05,"SPP1,MMP9,LDLR,YES1,CRH,AKR1C1,CXCL3,CHRNE,ABCA1,JAK3,CAPN2,TGM2,PRKCB,CCR5,PTGER4,FKBP1B,DAG1,PLEC,FBN1,PPIF,IL6,SULT1A3,IL1B,MEF2C,RHOB,PRKCA",26,155,0.167741935483871
GOBP_REGULATION_OF_TRANSPORT,1278,30,7.96243200507163e-09,5.16657598345574e-05,"C3,PLTP,RPH3A,SPP1,CCR2,ATP8B1,MMP9,KCNAB1,YES1,CRH,S100A10,CORO1A,ABCA1,LYPLA1,WFS1,AHNAK,NF1,TGM2,PRKCB,FKBP1B,EPB41,ARPP19,FCGR2A,PPIF,APOE,ITGAM,IL6,IL1B,MEF2C,CYP51A1",30,155,0.193548387096774
GOBP_INFLAMMATORY_RESPONSE,716,22,9.63134776012379e-09,5.16657598345574e-05,"C3,CCR2,MMP9,LDLR,CCL24,PLA2G7,YES1,CRH,CXCL3,SLC39A8,NLRP12,FADS2,SCN9A,CCL23,AOAH,CCR5,PTGER4,FCGR2A,APOE,ITGAM,IL6,IL1B",22,155,0.141935483870968
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,1319,30,1.62868594470129e-08,6.30900832749345e-05,"SPP1,MMP9,LDLR,YES1,CRH,AKR1C1,CXCL3,CHRNE,ABCA1,JAK3,CAPN2,TGM2,PRKCB,CCR5,PTGER4,FKBP1B,DAG1,PLEC,FBN1,RPS6KA3,PPIF,APOE,ITGAM,IFT88,IL6,SULT1A3,IL1B,MEF2C,RHOB,PRKCA",30,155,0.193548387096774
GOBP_DEFENSE_RESPONSE,1491,32,1.96017160488829e-08,6.30900832749345e-05,"C3,CCR2,NECTIN2,PIK3R6,MMP9,LDLR,CCL24,PLA2G7,YES1,CRH,CXCL3,CORO1A,SLC39A8,NLRP12,FADS2,SCN9A,CCL23,JAK3,C8A,BCL3,AOAH,CCR5,SLC46A2,PTGER4,RPS6KA3,FCGR2A,APOE,ITGAM,IL6,IL1B,MEF2C,PMAIP1",32,155,0.206451612903226
GOBP_LEUKOCYTE_MIGRATION,343,15,2.84725789852275e-08,7.6368202268211e-05,"CCR2,CCL24,PLA2G7,YES1,RIPOR2,CXCL3,CORO1A,NLRP12,CCL23,NF1,CCR5,PTGER4,PLEC,IL6,IL1B",15,155,0.0967741935483871
GOBP_CELL_MOTILITY,1415,30,7.76074551613297e-08,0.000178419539415897,"PLTP,CCR2,ELP5,MMP9,SH3D21,CCL24,PLA2G7,YES1,RIPOR2,NFATC2,CXCL3,CORO1A,NLRP12,TNS1,CCL23,SDC2,NF1,SPAG16,CCR5,PTGER4,DAG1,PLEC,APOE,ARID5B,IL6,PLEKHG3,IL1B,MEF2C,RHOB,PRKCA",30,155,0.193548387096774
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,324,14,9.78021929948994e-08,0.000196741336483365,"C3,CCR2,MMP9,LDLR,CCL24,PLA2G7,YES1,SLC39A8,NLRP12,AOAH,PTGER4,APOE,IL6,IL1B",14,155,0.0903225806451613
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,921,23,1.89521885439489e-07,0.000308281821348301,"C3,SPP1,CCR2,NECTIN2,PIK3R6,ROBO3,MMP9,LDLR,CCL24,PLA2G7,YES1,RIPOR2,SLC39A8,NLRP12,AOAH,SLC46A2,PTGER4,FKBP1B,RPS6KA3,APOE,IL6,IL1B,PRKCA",23,155,0.148387096774194
GOBP_REGULATION_OF_DEFENSE_RESPONSE,709,20,1.91562680263656e-07,0.000308281821348301,"C3,CCR2,NECTIN2,PIK3R6,MMP9,LDLR,CCL24,PLA2G7,YES1,CRH,SLC39A8,NLRP12,AOAH,SLC46A2,PTGER4,RPS6KA3,APOE,IL6,IL1B,MEF2C",20,155,0.129032258064516
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,940,23,2.71674089946908e-07,0.000386373586401672,"C3,CCR2,NECTIN2,TNNT1,ATP8B1,PIK3R6,MMP9,CCL24,RIPOR2,NFATC2,MYMX,NF1,BCL3,CAPN2,TGM2,PRKCB,DAG1,PLEC,IL6,IL1B,MEF2C,RHOB,PRKCA",23,155,0.148387096774194
GOBP_LEUKOCYTE_CHEMOTAXIS,205,11,2.8810557613994e-07,0.000386373586401672,"CCR2,CCL24,PLA2G7,RIPOR2,CXCL3,CORO1A,CCL23,CCR5,PLEC,IL6,IL1B",11,155,0.0709677419354839
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,127,9,3.5004732575341e-07,0.000433331662565356,"C3,CCR2,LDLR,CCL24,PLA2G7,NLRP12,PTGER4,IL6,IL1B",9,155,0.0580645161290323
GOBP_CELLULAR_RESPONSE_TO_ORGANIC_SUBSTANCE,1610,31,3.82993328505588e-07,0.000440250831117173,"SPP1,CCR2,MMP9,LDLR,CCL24,YES1,RIPOR2,CRH,AKR1C1,CXCL3,CORO1A,NLRP12,ABCA1,CCL23,WFS1,JAK3,CAPN2,TGM2,PRKCB,CCR5,PTGER4,FKBP1B,DAG1,FBN1,ARID5B,DERL1,IL6,SULT1A3,IL1B,MEF2C,PRKCA",31,155,0.2
GOBP_CELL_ADHESION,1216,26,5.60010086011452e-07,0.00060081615427882,"SPP1,CCR2,NECTIN2,PIK3R6,ROBO3,IL4I1,ZFHX3,YES1,RIPOR2,S100A10,CORO1A,SLC39A8,JAK3,MELTF,KIFC3,NF1,TGM2,DAG1,LSAMP,PPFIBP1,FBN1,ITGAM,IL6,IL1B,RHOB,PRKCA",26,155,0.167741935483871
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,1386,28,6.02207692707519e-07,0.000605708024921382,"C3,CCR2,NECTIN2,PIK3R6,IL4I1,LDLR,CCL24,PLA2G7,YES1,RIPOR2,NFATC2,CORO1A,A1BG,JAK3,C8A,NF1,PRKCB,SLC46A2,PTGER4,FBN1,RPS6KA3,FCGR2A,APOE,ITGAM,IL6,IL1B,MEF2C,PRKCA",28,155,0.180645161290323
