Set,N,DE,P.DE,FDR,DEG.GENES
HALLMARK_TNFA_SIGNALING_VIA_NFKB,198,7,2.7692311376241e-05,0.00138461556881205,"ZC3H12A,SOD2,NFKB2,PFKFB3,PNRC1,TNFAIP6,ICAM1"
HALLMARK_INFLAMMATORY_RESPONSE,191,6,0.000202153403778574,0.00482501887985354,"MMP14,SELL,TNFAIP6,RNF144B,ICAM4,ICAM1"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,72,4,0.000289501132791213,0.00482501887985354,"FADS2,PNRC1,MVK,FDFT1"
HALLMARK_UV_RESPONSE_UP,145,5,0.000457939775552938,0.00572424719441173,"SOD2,AQP3,MMP14,CCND3,ICAM1"
HALLMARK_ESTROGEN_RESPONSE_EARLY,183,5,0.00130510226778586,0.0130510226778586,"AQP3,SH3BP5,TBC1D30,MREG,FDFT1"
HALLMARK_HEME_METABOLISM,178,4,0.00798701501495639,0.0665584584579699,"AQP3,CCND3,EPB41,ICAM4"
HALLMARK_IL2_STAT5_SIGNALING,192,4,0.0103477174266739,0.0681643414600387,"CCND3,SELL,SLC39A8,SLC1A5"
HALLMARK_INTERFERON_GAMMA_RESPONSE,195,4,0.0109062946336062,0.0681643414600387,"SOD2,SLAMF7,TNFAIP6,ICAM1"
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,2,0.0197584298715908,0.109769054842171,"SOD2,MGST1"
HALLMARK_APICAL_JUNCTION,172,3,0.040535199941615,0.202675999708075,"NECTIN2,ICAM4,ICAM1"
HALLMARK_ALLOGRAFT_REJECTION,185,3,0.0485077909663172,0.214650250592451,"CCR1,CCND3,ICAM1"
HALLMARK_ADIPOGENESIS,191,3,0.0524282145602894,0.214650250592451,"ENPP2,PFKFB3,SLC1A5"
HALLMARK_MTORC1_SIGNALING,196,3,0.0558090651540373,0.214650250592451,"FADS2,NUPR1,SLC1A5"
HALLMARK_COAGULATION,113,2,0.0888517261857887,0.317327593520674,"MMP14,F12"
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,163,2,0.161597789956399,0.538659299854663,"MMP14,LAMA1"
HALLMARK_HYPOXIA,178,2,0.185121354033687,0.575751752488625,"PFKFB3,PNRC1"
HALLMARK_COMPLEMENT,187,2,0.199464619753305,0.575751752488625,"ERAP2,MMP14"
HALLMARK_P53_PATHWAY,194,2,0.210712008910146,0.575751752488625,"CCND3,NUPR1"
HALLMARK_MITOTIC_SPINDLE,199,2,0.218785665945677,0.575751752488625,"KNTC1,EPB41"
HALLMARK_IL6_JAK_STAT3_SIGNALING,82,1,0.30430907586131,0.698168369660916,CCR1
HALLMARK_SPERMATOGENESIS,94,1,0.340363398943519,0.698168369660916,SEPTIN4
HALLMARK_PEROXISOME,95,1,0.343283096893496,0.698168369660916,SOD2
HALLMARK_BILE_ACID_METABOLISM,96,1,0.346190007050757,0.698168369660916,FADS2
HALLMARK_INTERFERON_ALPHA_RESPONSE,96,1,0.346190007050757,0.698168369660916,SELL
HALLMARK_ANDROGEN_RESPONSE,97,1,0.349084184830458,0.698168369660916,CCND3
HALLMARK_APOPTOSIS,153,1,0.492443892049913,0.903047485109733,SOD2
HALLMARK_MYOGENESIS,155,1,0.4969394953134,0.903047485109733,TNNI2
HALLMARK_XENOBIOTIC_METABOLISM,168,1,0.525215576548261,0.903047485109733,SLC1A5
HALLMARK_KRAS_SIGNALING_UP,173,1,0.535667157477887,0.903047485109733,PRDM1
HALLMARK_ESTROGEN_RESPONSE_LATE,176,1,0.54182849106584,0.903047485109733,FDFT1
HALLMARK_ANGIOGENESIS,27,0,1,1,""
HALLMARK_APICAL_SURFACE,38,0,1,1,""
HALLMARK_DNA_REPAIR,148,0,1,1,""
HALLMARK_E2F_TARGETS,198,0,1,1,""
HALLMARK_FATTY_ACID_METABOLISM,143,0,1,1,""
HALLMARK_G2M_CHECKPOINT,193,0,1,1,""
HALLMARK_GLYCOLYSIS,184,0,1,1,""
HALLMARK_HEDGEHOG_SIGNALING,31,0,1,1,""
HALLMARK_KRAS_SIGNALING_DN,120,0,1,1,""
HALLMARK_MYC_TARGETS_V1,195,0,1,1,""
HALLMARK_MYC_TARGETS_V2,57,0,1,1,""
HALLMARK_NOTCH_SIGNALING,31,0,1,1,""
HALLMARK_OXIDATIVE_PHOSPHORYLATION,200,0,1,1,""
HALLMARK_PANCREAS_BETA_CELLS,23,0,1,1,""
HALLMARK_PI3K_AKT_MTOR_SIGNALING,99,0,1,1,""
HALLMARK_PROTEIN_SECRETION,94,0,1,1,""
HALLMARK_TGF_BETA_SIGNALING,52,0,1,1,""
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,108,0,1,1,""
HALLMARK_UV_RESPONSE_DN,136,0,1,1,""
HALLMARK_WNT_BETA_CATENIN_SIGNALING,39,0,1,1,""
