Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_IL18_SIGNALING,241,9,7.43059218470678e-08,6.16739151330663e-05,"CXCL3,CXCL2,NFKBIZ,NFKBIA,IL1B,CCL20,IL6,TNFAIP3,ZC3H12A",9,69,0.130434782608696
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING,188,7,2.3451891383618e-06,0.000973253492420145,"CXCL3,CXCL2,IL1B,SKAP1,EGR1,CCL20,IL6",7,69,0.101449275362319
WP_BURN_WOUND_HEALING,87,5,8.74263460060152e-06,0.00179200031402534,"NFKBIZ,NFKBIA,IL1B,IL6,TNFAIP3",5,69,0.072463768115942
WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS,88,5,9.24642337144874e-06,0.00179200031402534,"CXCL3,CXCL2,IL1B,CCL20,IL6",5,69,0.072463768115942
WP_IL26_SIGNALING,43,4,1.07951826146105e-05,0.00179200031402534,"NFKBIA,IL1B,CCL20,IL6",4,69,0.0579710144927536
WP_NUCLEAR_RECEPTORS_METAPATHWAY,254,7,1.68091688191253e-05,0.00232526835331234,"IL1B,EGR1,CCL20,PDE4B,TNFAIP3,FTL,CES1",7,69,0.101449275362319
WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,59,4,3.83068087570524e-05,0.00454209303833621,"NFKBIA,IL6,PPIF,DTNA",4,69,0.0579710144927536
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,22,3,4.62697273301067e-05,0.00480048421049857,"CXCL2,IL1B,IL6",3,69,0.0434782608695652
WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY,27,3,8.68803912285213e-05,0.00801230274663029,"NFKBIA,IL1B,IL6",3,69,0.0434782608695652
WP_OREXIN_RECEPTOR_PATHWAY,156,5,0.000144014310772657,0.0102054587624191,"CHML,CXCL2,IL1B,EGR1,IL6",5,69,0.072463768115942
WP_IMMUNE_INFILTRATION_IN_PANCREATIC_CANCER,33,3,0.00015984453483307,0.0102054587624191,"IL1B,CCL20,IL6",3,69,0.0434782608695652
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING,33,3,0.00015984453483307,0.0102054587624191,"CXCL2,IL1B,IL6",3,69,0.0434782608695652
WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R,33,3,0.00015984453483307,0.0102054587624191,"NFKBIA,IL1B,IL6",3,69,0.0434782608695652
WP_TCELL_RECEPTOR_SIGNALING,89,4,0.000191202148910828,0.0113355559711419,"NFKBIA,IL1B,SKAP1,IL6",4,69,0.0579710144927536
WP_SPINAL_CORD_INJURY,91,4,0.000208291965840267,0.0115254887764948,"CXCL2,IL1B,EGR1,IL6",4,69,0.0579710144927536
WP_CATABOLISM_OF_SKELETAL_MUSCLE_IN_CACHEXIA,38,3,0.000244335306441758,0.0126748940216662,"NFKBIA,IL1B,IL6",3,69,0.0434782608695652
WP_EFFECT_OF_OMEGA3_PUFA_ON_HUNTINGTONS_DISEASE_PATHWAYS,102,4,0.000322553941481317,0.0154371685884923,"IL1B,IL6,PIK3R6,BNIP3",4,69,0.0579710144927536
WP_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING,103,4,0.000334781969388989,0.0154371685884923,"CXCL2,IL1B,EGR1,IL6",4,69,0.0579710144927536
WP_ALTERED_GLYCOSYLATION_OF_MUC1_IN_TUMOR_MICROENVIRONMENT,9,2,0.000358263085995384,0.0156504400724299,"NFKBIA,IL6",2,69,0.0289855072463768
WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING,46,3,0.000431687653419494,0.017915037616909,"NFKBIA,IL6,YES1",3,69,0.0434782608695652
WP_LUNG_FIBROSIS,50,3,0.000552307475642151,0.0218292954658564,"CXCL2,IL1B,IL6",3,69,0.0434782608695652
WP_MEASLES_VIRUS_INFECTION,123,4,0.000655245004521279,0.0247206069887573,"NFKBIA,IL1B,IL6,TNFAIP3",4,69,0.0579710144927536
WP_CYTOSOLIC_DNASENSING_PATHWAY,58,3,0.000853737358225511,0.0308087829272684,"NFKBIA,IL1B,IL6",3,69,0.0434782608695652
WP_COVID19_ADVERSE_OUTCOME_PATHWAY,14,2,0.000896284050367912,0.0309964900752236,"IL1B,IL6",2,69,0.0289855072463768
WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE,63,3,0.00108626759968164,0.0360640843094306,"CXCL3,CXCL2,IL6",3,69,0.0434782608695652
WP_GLUCOCORTICOID_RECEPTOR_PATHWAY,64,3,0.00113709199067852,0.0362994750870451,"CCL20,PDE4B,TNFAIP3",3,69,0.0434782608695652
WP_TH17_CELL_DIFFERENTIATION_PATHWAY,66,3,0.00124319224657766,0.038216650542943,"NFKBIA,IL1B,IL6",3,69,0.0434782608695652
WP_LUNG_PATHOLOGY_OF_COVID19,18,2,0.00149452489148573,0.041348521997772,"IL1B,IL6",2,69,0.0289855072463768
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS,18,2,0.00149452489148573,0.041348521997772,"CXCL2,IL1B",2,69,0.0289855072463768
WP_POSTCOVID_NEUROINFLAMMATION,18,2,0.00149452489148573,0.041348521997772,"IL1B,IL6",2,69,0.0289855072463768
WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY,19,2,0.00166690252807871,0.0446299709130751,"IL1B,IL6",2,69,0.0289855072463768
WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19,20,2,0.00184829068046691,0.0479400395246104,"NFKBIA,IL1B",2,69,0.0289855072463768
WP_NAD_METABOLISM_IN_ONCOGENEINDUCED_SENESCENCE_AND_MITOCHONDRIAL_DYSFUNCTIONASSOCIATED_SENESCENCE,21,2,0.00203863159349905,0.0512746734122487,"IL1B,IL6",2,69,0.0289855072463768
WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES,22,2,0.00223786778011594,0.0546303016910656,"NFKBIA,IL6",2,69,0.0289855072463768
WP_EBSTEINBARR_VIRUS_LMP1_SIGNALING,23,2,0.00244594202026633,0.0563925521339182,"NFKBIA,CCL20",2,69,0.0289855072463768
WP_LDL_INFLUENCE_ON_CD14_AND_TLR4,23,2,0.00244594202026633,0.0563925521339182,"IL1B,IL6",2,69,0.0289855072463768
WP_APOPTOSIS_MODULATION_AND_SIGNALING,88,3,0.00283548953055018,0.0636069273069364,"NFKBIA,BIRC7,BNIP3",3,69,0.0434782608695652
WP_TNFALPHA_SIGNALING,89,3,0.00292773211363062,0.0639478330082477,"NFKBIA,IL6,TNFAIP3",3,69,0.0434782608695652
WP_TOLLLIKE_RECEPTOR_SIGNALING,91,3,0.0031177203321678,0.0647944655103237,"NFKBIA,IL1B,IL6",3,69,0.0434782608695652
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY,26,2,0.00312262484387102,0.0647944655103237,"IL1B,IL6",2,69,0.0289855072463768
WP_TLR4_SIGNALING_AND_TOLERANCE,28,2,0.00361689987702705,0.0732201682422548,"NFKBIA,IL6",2,69,0.0289855072463768
WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION,201,4,0.00395333886385828,0.0781255061191041,"CXCL3,CXCL2,CCL20,IL6",4,69,0.0579710144927536
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,32,2,0.00470701206788793,0.0882576178150831,"DUSP2,IL6",2,69,0.0289855072463768
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION,32,2,0.00470701206788793,0.0882576178150831,"NFKBIA,IL1B",2,69,0.0289855072463768
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,106,3,0.00478505156828764,0.0882576178150831,"NFKBIA,IL1B,IQCA1",3,69,0.0434782608695652
WP_PROSTAGLANDIN_SIGNALING,33,2,0.00500037771518179,0.0883045426298062,"IL1B,IL6",2,69,0.0289855072463768
WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION,33,2,0.00500037771518179,0.0883045426298062,"NFKBIA,IL6",2,69,0.0289855072463768
WP_GASTRIN_SIGNALING,111,3,0.00543965773568989,0.0902983184124521,"NFKBIA,EGR1,YES1",3,69,0.0434782608695652
WP_NRF2_PATHWAY,111,3,0.00543965773568989,0.0902983184124521,"EGR1,FTL,CES1",3,69,0.0434782608695652
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,111,3,0.00543965773568989,0.0902983184124521,"IL1B,EGR1,IL6",3,69,0.0434782608695652
