Set,N,DE,P.DE,FDR,DEG.GENES
REACTOME_IRS_ACTIVATION,4,1,0.00370618768185327,1,GRB10
REACTOME_CELL_CELL_COMMUNICATION,122,2,0.00564653652189501,1,"SIRPB1,LIMS2"
REACTOME_MUSCLE_CONTRACTION,136,2,0.00696849765431183,1,"CLIC2,ITGA1"
REACTOME_CHL1_INTERACTIONS,8,1,0.00739932390863729,1,ITGA1
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY,8,1,0.00739932390863729,1,SLC39A8
REACTOME_SIGNAL_ATTENUATION,9,1,0.00832057378203399,1,GRB10
REACTOME_TGFBR3_PTM_REGULATION,10,1,0.00924101134117394,1,MMP14
REACTOME_RIBAVIRIN_ADME,11,1,0.0101606372646526,1,SLC28A3
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE,11,1,0.0101606372646526,1,SLC28A3
REACTOME_ZINC_TRANSPORTERS,11,1,0.0101606372646526,1,SLC39A8
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,184,2,0.0124449442412014,1,"SLC39A8,SLC28A3"
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,14,1,0.0129146519990169,1,SIRPB1
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,15,1,0.0138310381550782,1,ITGA1
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY,15,1,0.0138310381550782,1,GRB10
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,17,1,0.0156613863904335,1,LIMS2
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,17,1,0.0156613863904335,1,FOLR2
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,17,1,0.0156613863904335,1,ITGA1
REACTOME_METAL_ION_SLC_TRANSPORTERS,18,1,0.0165753498199686,1,SLC39A8
REACTOME_TRANSPORT_OF_SMALL_MOLECULES,597,3,0.016962477234142,1,"CLIC2,SLC39A8,SLC28A3"
REACTOME_AZATHIOPRINE_ADME,22,1,0.0202231480117885,1,SLC28A3
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,241,2,0.0207144383273954,1,"MMP14,ITGA1"
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,24,1,0.0220422232119313,1,MMP14
REACTOME_LAMININ_INTERACTIONS,26,1,0.0238580896459828,1,ITGA1
REACTOME_MEIOTIC_SYNAPSIS,32,1,0.0292864899364238,1,SYNE1
REACTOME_SYNTHESIS_OF_PA,32,1,0.0292864899364238,1,GPD1
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,32,1,0.0292864899364238,1,SLC28A3
REACTOME_RET_SIGNALING,34,1,0.0310895748486673,1,GRB10
REACTOME_SMOOTH_MUSCLE_CONTRACTION,34,1,0.0310895748486673,1,ITGA1
REACTOME_ION_HOMEOSTASIS,37,1,0.03378823756056,1,CLIC2
REACTOME_DAP12_INTERACTIONS,38,1,0.0346862038825297,1,SIRPB1
REACTOME_FLT3_SIGNALING,38,1,0.0346862038825297,1,GRB10
REACTOME_SIGNALING_BY_TGFBR3,38,1,0.0346862038825297,1,MMP14
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,40,1,0.0364797586367731,1,GRB10
REACTOME_SIGNALING_BY_SCF_KIT,42,1,0.0382701472903153,1,GRB10
REACTOME_COLLAGEN_DEGRADATION,49,1,0.0445116509107479,1,MMP14
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,49,1,0.0445116509107479,1,USP6NL
REACTOME_MEIOSIS,55,1,0.0498308647500302,1,SYNE1
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,56,1,0.0507146608017929,1,ARHGEF5
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,57,1,0.0515976758608114,1,SLC39A8
REACTOME_SEMAPHORIN_INTERACTIONS,61,1,0.0551219392387841,1,ITGA1
REACTOME_DRUG_ADME,64,1,0.0577569683357901,1,SLC28A3
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,66,1,0.0595097744340458,1,GRB10
REACTOME_RHOB_GTPASE_CYCLE,67,1,0.0603850154424364,1,ARHGEF5
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,70,1,0.0630060980875368,1,FOLR2
REACTOME_NEUTROPHIL_DEGRANULATION,445,2,0.063253815627663,1,"LILRB2,SIRPB1"
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,72,1,0.0647496260096867,1,ARHGEF5
REACTOME_RHOG_GTPASE_CYCLE,72,1,0.0647496260096867,1,ARHGEF5
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,73,1,0.0656202337583397,1,ARHGEF5
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,73,1,0.0656202337583397,1,ITGA1
REACTOME_RHOC_GTPASE_CYCLE,73,1,0.0656202337583397,1,ARHGEF5
