,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_PHOSPHORYLATION_OF_EMI1,6,Up,9.2020545126693e-173,1.40883454588967e-169
2,REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES,11,Up,3.22773380147379e-144,2.47083022502818e-141
3,REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT,5,Up,6.13032842271858e-130,3.12851093839405e-127
4,REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7,7,Up,1.61021146250197e-127,6.1630843727263e-125
5,REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,117,Up,8.94619902182523e-121,2.73932614048288e-118
6,REACTOME_MITOTIC_SPINDLE_CHECKPOINT,108,Up,1.17493387327718e-103,2.99803959997894e-101
7,REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,16,Up,7.80614891130495e-93,1.70731628331541e-90
8,REACTOME_MITOTIC_PROMETAPHASE,193,Up,9.36558542571398e-83,1.79233891084601e-80
9,REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,25,Up,2.15740696964094e-79,3.66998896724476e-77
10,REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,131,Up,5.81825066675916e-75,8.90774177080827e-73
11,REACTOME_KINESINS,46,Up,8.84543023668094e-64,1.23112306294168e-61
12,REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,13,Up,1.28405997732325e-63,1.63824652106825e-61
13,REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,14,Up,2.34428657570431e-60,2.7608482672333e-58
14,REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,179,Up,3.62887423834383e-57,3.96843318493172e-55
15,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,224,Up,1.68713874183742e-55,1.72200627583539e-53
16,REACTOME_PHOSPHORYLATION_OF_THE_APC_C,19,Up,8.91962734856783e-50,8.53496841916085e-48
17,REACTOME_CELL_CYCLE_CHECKPOINTS,250,Up,5.59277633624945e-47,5.03678857105759e-45
18,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,84,Up,6.56793598267246e-47,5.5863944385953e-45
19,REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,24,Up,2.09026395724496e-45,1.68431269396949e-43
20,REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,22,Up,2.58127743672847e-44,1.97596787781564e-42
21,REACTOME_M_PHASE,343,Up,6.08541412458716e-44,4.43655667844902e-42
22,REACTOME_CELL_CYCLE_MITOTIC,482,Up,1.6653811947131e-39,1.15895391322989e-37
23,REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,19,Up,2.52930519310304e-38,1.68363750027859e-36
24,REACTOME_RHO_GTPASE_EFFECTORS,248,Up,8.73845212664621e-37,5.57440425245639e-35
25,REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,13,Up,7.59460881965938e-36,4.6509384411594e-34
