,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_GLUCOCORTICOID_BIOSYNTHESIS,5,Up,6.71118765968328e-21,1.02748283069751e-17
2,REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE,5,Up,2.55652205620363e-11,1.95701763402388e-08
3,REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS,5,Up,4.30115298726315e-09,2.19502174116663e-06
4,REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL,3,Up,1.06701549451744e-08,4.08400180526549e-06
5,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS,8,Up,6.4254211495995e-08,1.96746395600737e-05
6,REACTOME_METABOLISM_OF_STEROID_HORMONES,23,Up,1.81352413241838e-06,4.62750907788757e-04
7,REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,19,Up,8.11550562155111e-06,0.00177497701522782
8,REACTOME_HYDROLYSIS_OF_LPC,6,Up,1.46004140039441e-05,0.0027941542300048
9,REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,22,Up,2.12689643193603e-05,0.00361808715254896
10,REACTOME_CRISTAE_FORMATION,29,Up,7.99754361222343e-05,0.0122442392703141
11,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,111,Up,1.5633772547171e-04,0.0217593688815625
12,REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,29,Up,4.56551488635847e-04,0.0582483607584568
13,REACTOME_CALCINEURIN_ACTIVATES_NFAT,9,Up,6.18156805758351e-04,0.0727998515089257
14,REACTOME_THE_FATTY_ACID_CYCLING_MODEL,4,Up,9.18429951493531e-04,0.100436875409757
15,REACTOME_SIGNALING_BY_HIPPO,20,Up,0.0010118122691551,0.103272305605097
16,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,16,Up,0.00111236976743518,0.103466360240006
17,REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,11,Up,0.00116005898815336,0.103466360240006
18,REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,7,Up,0.0012164562275115,0.103466360240006
19,REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,37,Up,0.00139251306032242,0.112207236597559
20,REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,58,Up,0.00185036634344116,0.141645543590421
21,REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,26,Up,0.00228426216776378,0.166533589468874
22,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,161,Up,0.00257751566473194,0.179371658304754
23,REACTOME_ADRENOCEPTORS,4,Up,0.00332987738870531,0.221654012265558
24,REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,11,Up,0.00358200434025784,0.228502026872282
25,REACTOME_MITOCHONDRIAL_UNCOUPLING,5,Up,0.00427807851478444,0.261989528245399
26,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,90,Up,0.00449824334181535,0.262787049405388
27,REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,39,Up,0.00463438950616948,0.262787049405388
28,REACTOME_PROTEIN_REPAIR,6,Up,0.00497723516526569,0.272148108500777
29,REACTOME_PI5P_REGULATES_TP53_ACETYLATION,9,Up,0.00537895005254171,0.283971466566944
30,REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION,5,Up,0.00642060893210863,0.321185643175721
31,REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS,6,Up,0.00650343235692186,0.321185643175721
32,REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED,6,Up,0.00717258863970214,0.343163537730749
33,REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM,3,Up,0.00758053529414885,0.35169089501036
34,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,49,Up,0.00882474155348722,0.38918536793544
35,REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,10,Up,0.00889711814352736,0.38918536793544
36,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,60,Up,0.00962498776622408,0.409329340835808
37,REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,9,Up,0.0107803042189784,0.445954719274744
38,REACTOME_MTOR_SIGNALLING,36,Up,0.0111897414939012,0.445954719274744
