,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_INTERLEUKIN_10_SIGNALING,44,Up,1.08010831305994e-224,1.65364582729477e-221
2,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,47,Up,2.18811636741317e-157,1.67500307925478e-154
3,REACTOME_INTERLEUKIN_1_PROCESSING,8,Up,1.14764791556254e-65,5.85682986242081e-63
4,REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,6,Up,1.62040513804626e-63,6.20210066587205e-61
5,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,106,Up,8.81733853002111e-50,2.69986905789246e-47
6,REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING,13,Up,1.22096372754499e-27,3.11549244478563e-25
7,REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID,7,Up,9.11264762040039e-24,1.99306621526186e-21
8,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,177,Up,5.79072695599413e-23,1.10820037120338e-20
9,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,97,Up,3.47965157604996e-19,5.91927395881387e-17
10,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,24,Up,1.58782228127364e-17,2.43095591262994e-15
11,REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,10,Up,1.50703587404184e-16,2.09751993014368e-14
12,REACTOME_NGF_STIMULATED_TRANSCRIPTION,34,Up,2.97055056347767e-16,3.78992742723693e-14
13,REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,11,Up,5.08490927169144e-15,5.9884585345843e-13
14,REACTOME_GPCR_LIGAND_BINDING,242,Up,5.28885249105293e-14,5.78373797414431e-12
15,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,13,Up,1.13232407464469e-12,1.15572543885401e-10
16,REACTOME_SIGNALING_BY_INTERLEUKINS,403,Up,3.6660973933794e-12,3.50799694328991e-10
17,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,257,Up,1.55698975081204e-11,1.40220665205484e-09
18,REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY,29,Up,1.7740589690517e-11,1.50893571201008e-09
19,REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,47,Up,3.39518368110648e-11,2.73580327146001e-09
20,REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION,6,Up,1.55719759700281e-10,1.19203476050565e-08
21,REACTOME_REGULATION_OF_TNFR1_SIGNALING,32,Up,2.78712448819749e-10,2.03194647210969e-08
22,REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA,7,Up,8.31667769103586e-10,5.78765161135268e-08
23,REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,52,Up,8.72853088920842e-10,5.81016556146873e-08
24,REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1,17,Up,1.20947013325806e-09,7.71541155840874e-08
25,REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,20,Up,3.56678973457554e-08,2.18430203345406e-06
26,REACTOME_DISEASES_OF_IMMUNE_SYSTEM,24,Up,6.38283698858297e-08,3.75850901135405e-06
27,REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,9,Up,9.30989790749855e-08,5.27905692458529e-06
28,REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,10,Up,1.20602263397464e-07,6.5943594736256e-06
29,REACTOME_INTERLEUKIN_1_SIGNALING,100,Up,1.29828572797023e-07,6.85405327421526e-06
30,REACTOME_TNF_SIGNALING,42,Up,1.41848085308079e-07,7.05818106291466e-06
31,REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,26,Up,1.42915488537135e-07,7.05818106291466e-06
32,REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,22,Up,4.28559637588424e-07,1.99623208417826e-05
33,REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,23,Up,4.30278633428364e-07,1.99623208417826e-05
34,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,64,Up,5.65362650526056e-07,2.54579475869233e-05
35,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,719,Up,1.28906637674683e-06,5.63874463656972e-05
36,REACTOME_CLEC7A_DECTIN_1_SIGNALING,98,Up,1.63216099661963e-06,6.94121801617959e-05
37,REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING,11,Up,1.89084534047166e-06,7.82401139530302e-05
38,REACTOME_PERK_REGULATES_GENE_EXPRESSION,31,Up,2.6435812020515e-06,1.06508495272128e-04
39,REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING,12,Up,5.86165117147805e-06,2.3010738316751e-04
40,REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,13,Up,1.52849198997128e-05,5.70761277230738e-04
41,REACTOME_ERBB2_REGULATES_CELL_MOTILITY,13,Up,1.52849198997128e-05,5.70761277230738e-04
