,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,12,Up,8.29435845681008e-42,1.26986627973762e-38
2,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,15,Up,5.30748375471564e-23,2.70858587615655e-20
3,REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,43,Up,1.86709255462928e-21,7.14629675284358e-19
4,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,47,Up,1.08501260976769e-20,3.32230861110866e-18
5,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,29,Up,2.61173087100457e-19,6.66426660584665e-17
6,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,36,Up,2.11499927288782e-18,4.62580555255892e-16
7,REACTOME_INTERLEUKIN_10_SIGNALING,44,Up,3.66449793726905e-18,7.01293292744864e-16
8,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,5,Up,5.29277919663271e-18,9.00360550004964e-16
9,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,24,Up,1.18997662613021e-17,1.82185421460535e-15
10,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,31,Up,1.60870852375537e-17,2.23902977260861e-15
11,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS,8,Up,1.81533920586684e-16,2.23734119641943e-14
12,REACTOME_VLDL_ASSEMBLY,5,Up,1.89976718180618e-16,2.23734119641943e-14
13,REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,32,Up,3.96645972919919e-14,4.33760703243139e-12
14,REACTOME_VLDL_CLEARANCE,6,Up,4.69253520959247e-13,4.78951427059071e-11
15,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,13,Up,2.36503496279573e-12,2.26304283002517e-10
16,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,106,Up,3.89160397495443e-12,3.50473275626778e-10
17,REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,10,Up,6.71445701551436e-12,5.71101871708471e-10
18,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,57,Up,1.28056554070001e-11,1.03186623305879e-09
19,REACTOME_METALLOTHIONEINS_BIND_METALS,9,Up,3.42988034657239e-11,2.62557340530116e-09
20,REACTOME_IRON_UPTAKE_AND_TRANSPORT,53,Up,9.40497220063236e-10,6.54500565416734e-08
21,REACTOME_RESPONSE_TO_METAL_IONS,11,Up,3.18159764439313e-09,2.02959416398578e-07
22,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,22,Up,9.58435031099557e-09,5.64370781774393e-07
23,REACTOME_HDL_REMODELING,8,Up,1.34690898375567e-08,7.63747279307381e-07
24,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,36,Up,1.72923570056837e-08,9.45521377703636e-07
25,REACTOME_HDL_ASSEMBLY,7,Up,3.21502449701433e-08,1.69731120859619e-06
26,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS,4,Up,1.14366217854614e-07,5.83648931784711e-06
27,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES,8,Up,2.67239492935819e-07,1.27857394901481e-05
28,REACTOME_INTERLEUKIN_12_SIGNALING,44,Up,8.41798552721946e-07,3.90543510368878e-05
29,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE,5,Up,2.52220518096479e-06,1.10328460915917e-04
