,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_AMYLOID_FIBER_FORMATION,38,Up,1.22150500957236e-41,1.87012416965528e-38
2,REACTOME_ANTIMICROBIAL_PEPTIDES,28,Up,4.143116701148e-37,2.11437055648586e-34
3,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,8.29889423373333e-15,2.11760117864095e-12
4,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,6,Up,1.86618909324668e-12,3.57141937720084e-10
5,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,7.91115579991455e-12,1.21119795296692e-09
6,REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,8,Up,6.89452536086619e-11,8.79626527290511e-09
7,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,3.70920127795273e-09,4.36829781272741e-07
8,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,6.48030381366575e-09,7.08667509908733e-07
9,REACTOME_NEUTROPHIL_DEGRANULATION,434,Up,6.57581417644239e-07,6.29223219008331e-05
10,REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,4,Up,1.12396043947954e-06,1.01222554873128e-04
11,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,8,Up,2.68299511790395e-06,2.16192922395313e-04
12,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,13,Up,4.27715617223964e-06,3.27416304984944e-04
13,REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,5,Up,5.10340649563432e-06,3.72062635467436e-04
14,REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,10,Up,3.34140231250008e-05,0.00189469886682875
15,REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,16,Up,4.57363631728648e-05,0.00250079900063057
16,REACTOME_THE_NLRP3_INFLAMMASOME,15,Up,9.4495430229498e-05,0.00469029138114053
17,REACTOME_COMPLEMENT_CASCADE,35,Up,5.43030298827201e-04,0.0230938718751235
18,REACTOME_NEUROTRANSMITTER_CLEARANCE,7,Up,6.22181369236567e-04,0.0257448561162482
19,REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,16,Up,8.58612934973067e-04,0.0345930632485201
20,REACTOME_INFLAMMASOMES,20,Up,0.00100126485097718,0.0393060637652835
21,REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,7,Up,0.00250423311881414,0.0917236400039157
22,REACTOME_ETHANOL_OXIDATION,9,Up,0.00290709563065038,0.10350612582618
