,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_CHYLOMICRON_REMODELING,5,Up,2.58437656573621e-274,3.95668052214214e-271
2,REACTOME_CHYLOMICRON_ASSEMBLY,7,Up,6.47397937187094e-174,4.95583120916721e-171
3,REACTOME_HDL_REMODELING,8,Up,6.80383672317162e-156,3.47222467439192e-153
4,REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,12,Up,1.25062319215878e-114,4.78676026798772e-112
5,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,15,Up,6.06362892759742e-73,1.85668317763033e-70
6,REACTOME_PLASMA_LIPOPROTEIN_REMODELING,20,Up,1.46585430030006e-60,3.74037155626566e-58
7,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,5.76542189569953e-43,1.26098013175943e-40
8,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,32,Up,3.82151839217706e-35,7.31343082302885e-33
9,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,36,Up,7.70393217880424e-27,1.31052446286103e-24
10,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,6.77404058658087e-22,1.03710561380553e-19
11,REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,43,Up,1.72130121208182e-21,2.39573832336116e-19
12,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Up,5.36596182785688e-19,6.84607296537407e-17
13,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,57,Up,3.01371704148238e-16,3.54923137731502e-14
14,REACTOME_VISUAL_PHOTOTRANSDUCTION,64,Up,3.78868934519462e-16,4.14320241963783e-14
15,REACTOME_COMPLEMENT_CASCADE,35,Up,3.25754873779028e-12,3.32487141170462e-10
16,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,3.21767610383747e-10,3.07891382185948e-08
17,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,6.22724890138075e-09,5.60818709883172e-07
18,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,6,Up,1.2608279486556e-08,1.07240421632874e-06
19,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,164,Up,2.38015021298537e-05,0.00191789998741084
20,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,13,Up,2.65092461666836e-04,0.0202928279405963
21,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,111,Up,3.33733145136391e-04,0.024330735485896
22,REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Up,3.73103092149281e-04,0.0258692433804906
23,REACTOME_PREGNENOLONE_BIOSYNTHESIS,10,Up,3.88630044252961e-04,0.0258692433804906
24,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,90,Up,5.43383498733654e-04,0.0344440808222199
25,REACTOME_INTERFERON_SIGNALING,164,Up,5.62444167573807e-04,0.0344440808222199
26,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,105,Up,9.22743336340814e-04,0.0543353864591456
27,REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,16,Up,0.00133706933788771,0.0758167835668918
28,REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN,6,Up,0.00251195164645999,0.13734992752608
29,REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,9,Up,0.00307623284674314,0.162403878909095
30,REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,214,Up,0.00326606190984542,0.166678026132444
31,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,161,Up,0.00387036068164237,0.191145877535305
32,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,25,Up,0.00473836723803738,0.220412415376525
33,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,0.00475088811719485,0.220412415376525
34,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,257,Up,0.00939097087306237,0.414534105489479
35,REACTOME_RHO_GTPASES_ACTIVATE_PAKS,21,Up,0.00947661247036693,0.414534105489479
36,REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R,8,Up,0.0113496585571131,0.482675756970561
37,REACTOME_SIGNALING_BY_ACTIVIN,12,Up,0.0172486307547894,0.71372036988061
38,REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,19,Up,0.0194199672527612,0.782420259578352
39,REACTOME_TP53_REGULATES_METABOLIC_GENES,80,Up,0.020823342029511,0.817449657620035
40,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,16,Up,0.0220557764563007,0.838262702975175
41,REACTOME_GLUCONEOGENESIS,26,Up,0.0224485766309485,0.838262702975175
42,REACTOME_CALCINEURIN_ACTIVATES_NFAT,9,Up,0.0275194985899818,0.99176533815121
43,REACTOME_NEUTROPHIL_DEGRANULATION,434,Up,0.0278991120452652,0.99176533815121
44,REACTOME_PEPTIDE_HORMONE_METABOLISM,55,Up,0.0295031268916721,0.99176533815121
45,REACTOME_SEMAPHORIN_INTERACTIONS,61,Up,0.0295668602430549,0.99176533815121
46,REACTOME_ENOS_ACTIVATION,11,Up,0.034894063648221,0.99176533815121
47,REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,Up,0.0355401437369702,0.99176533815121
48,REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,24,Up,0.0356338846288218,0.99176533815121
49,REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,6,Up,0.0362763335849307,0.99176533815121
50,REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,11,Up,0.0371293803141407,0.99176533815121
