,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R,8,Up,1.49351272032454e-187,2.28656797481688e-184
2,REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,11,Up,8.90762414848018e-132,6.81878628566158e-129
3,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,6.44012566345975e-55,3.28661079691896e-52
4,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,38,Up,2.11506111205521e-34,8.09539640639133e-32
5,REACTOME_PEPTIDE_HORMONE_METABOLISM,55,Up,1.12272405060821e-33,3.43778104296234e-31
6,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,1.19307324024393e-26,3.04432521802242e-24
7,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,3.76608014432864e-21,8.23695528709593e-19
8,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,105,Up,2.11242558093097e-20,4.04265445550664e-18
9,REACTOME_COMPLEMENT_CASCADE,35,Up,2.80584094030619e-20,4.7730471995653e-18
10,REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Up,4.85762571435492e-18,7.43702496867738e-16
11,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,2.2073154411126e-17,3.07218176394853e-15
12,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,84,Up,3.77726164098077e-16,4.81915631028463e-14
13,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,6,Up,1.53083587132195e-14,1.80285362999531e-12
14,REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,8,Up,1.00854465286683e-11,1.10291561681366e-09
15,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,214,Up,2.03765052864817e-07,2.0797619729069e-05
16,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,8,Up,5.24130082215574e-07,5.01526972420028e-05
17,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,13,Up,7.0065886391601e-07,6.310051297973e-05
18,REACTOME_SIGNALING_BY_ACTIVIN,12,Up,2.58423534360558e-06,2.19803572836675e-04
19,REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,16,Up,1.19709551322162e-05,8.72739633686811e-04
20,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,25,Up,1.59814014302902e-05,0.00111216025408065
21,REACTOME_THE_NLRP3_INFLAMMASOME,15,Up,6.39470650837065e-05,0.00407928986013144
22,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,29,Up,8.56418813372487e-05,0.00524470881309311
23,REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,6,Up,1.56248259195572e-04,0.00885985499364524
24,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,1.8443745725326e-04,0.0100847766805264
25,REACTOME_PREGNENOLONE_BIOSYNTHESIS,10,Up,1.97386394089447e-04,0.0104206403224463
26,REACTOME_TRANSPORT_OF_ORGANIC_ANIONS,4,Up,3.60050449549781e-04,0.0183745746086905
27,REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM,7,Up,6.6402573472902e-04,0.0327943032216171
28,REACTOME_INFLAMMASOMES,20,Up,8.45644850694094e-04,0.0404588208253956
29,REACTOME_PROTEIN_METHYLATION,16,Up,9.4811803404235e-04,0.0439869306096617
30,REACTOME_BIOSYNTHESIS_OF_MARESINS,4,Up,0.00232952194551597,0.104897002899558
31,REACTOME_HEMOSTASIS,474,Up,0.00258112737061289,0.112905885840238
32,REACTOME_HSF1_ACTIVATION,24,Up,0.00280626326062571,0.119344140333832
33,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,24,Up,0.00307686317988216,0.127315608875665
34,REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,4,Up,0.00351606469833023,0.141660396135357
35,REACTOME_AMYLOID_FIBER_FORMATION,38,Up,0.00406053776464034,0.148016269468199
36,REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,Up,0.0041767276054166,0.148710929392856
37,REACTOME_OTHER_INTERLEUKIN_SIGNALING,21,Up,0.00435434438078544,0.151511391976875
38,REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION,14,Up,0.00542884044375431,0.184701215986397
39,REACTOME_VITAMIN_B1_THIAMIN_METABOLISM,5,Up,0.00711506588615764,0.236807953732768
40,REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,6,Up,0.00737738295759137,0.240314325703668
41,REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,10,Up,0.00903784417770484,0.28238651910339
42,REACTOME_NEUTROPHIL_DEGRANULATION,434,Up,0.0109806428870871,0.329634593335889
43,REACTOME_PROSTANOID_LIGAND_RECEPTORS,7,Up,0.0116428600986354,0.342792669442517
44,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING,6,Up,0.0135909924713659,0.385329805067801
45,REACTOME_IRS_ACTIVATION,4,Up,0.0150223247284179,0.407364486190162
46,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,13,Up,0.0151924949289336,0.407364486190162
47,REACTOME_INTERLEUKIN_18_SIGNALING,6,Up,0.015432488699562,0.407364486190162
48,REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS,6,Up,0.015432488699562,0.407364486190162
49,REACTOME_NEUROTRANSMITTER_CLEARANCE,7,Up,0.0170932442433112,0.440784638552635
50,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,0.018037494540568,0.452711543305075
